cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(3, 14, 19)",95771.99932710189,96050.01541839447,"[6303, 21036, 5830, 940]",940,3,12,8,95783.99932710189,96058.01541839447,95834.62322645029,96091.76468462673
"(3, 15, 16)",95783.55330822835,96063.65608367593,"[6303, 22381, 1249, 4176]",1249,3,12,8,95795.55330822835,96071.65608367593,95846.17720757675,96105.4053499082
"(3, 15, 17)",95785.94345884054,96064.48578929537,"[6303, 22381, 2403, 3022]",2403,3,12,8,95797.94345884054,96072.48578929537,95848.56735818894,96106.23505552764
"(3, 15, 18)",95787.49959753889,96065.26806870823,"[6303, 22381, 3479, 1946]",1946,3,12,8,95799.49959753889,96073.26806870823,95850.12349688729,96107.0173349405
"(3, 15, 19)",95786.42460160292,96064.6098589468,"[6303, 22381, 4485, 940]",940,3,12,8,95798.42460160292,96072.6098589468,95849.04850095132,96106.35912517906
"(3, 16, 17)",95787.69868383401,96068.61994841418,"[6303, 23630, 1154, 3022]",1154,3,12,8,95799.69868383401,96076.61994841418,95850.32258318241,96110.36921464645
"(3, 16, 18)",95787.4240292968,96068.17815791219,"[6303, 23630, 2230, 1946]",1946,3,12,8,95799.4240292968,96076.17815791219,95850.0479286452,96109.92742414445
"(3, 16, 19)",95787.68978087066,96068.32464152589,"[6303, 23630, 3236, 940]",940,3,12,8,95799.68978087066,96076.32464152589,95850.31368021906,96110.07390775815
"(3, 17, 18)",95800.63883324056,96079.29925892022,"[6303, 24784, 1076, 1946]",1076,3,12,8,95812.63883324056,96087.29925892022,95863.26273258896,96121.04852515248
"(3, 17, 19)",95801.03470040162,96079.47887462302,"[6303, 24784, 2082, 940]",940,3,12,8,95813.03470040162,96087.47887462302,95863.65859975002,96121.22814085528
"(3, 18, 19)",95814.68641431544,96093.06895515701,"[6303, 25860, 1006, 940]",940,3,12,8,95826.68641431544,96101.06895515701,95877.31031366384,96134.81822138927
"(4, 5, 6)",95726.42263120227,96021.97926940069,"[8511, 2221, 2161, 21216]",2161,3,12,8,95738.42263120227,96029.97926940069,95789.04653055067,96063.72853563295
"(4, 5, 7)",95715.62387373773,96010.88601564855,"[8511, 2221, 4265, 19112]",2221,3,12,8,95727.62387373773,96018.88601564855,95778.24777308613,96052.63528188081
"(4, 5, 8)",95703.40192903626,95999.42186939191,"[8511, 2221, 6287, 17090]",2221,3,12,8,95715.40192903626,96007.42186939191,95766.02582838466,96041.17113562417
"(4, 5, 9)",95703.10592549204,95997.78733562827,"[8511, 2221, 8239, 15138]",2221,3,12,8,95715.10592549204,96005.78733562827,95765.72982484044,96039.53660186053
"(4, 5, 10)",95700.81880548401,95997.66615298024,"[8511, 2221, 10102, 13275]",2221,3,12,8,95712.81880548401,96005.66615298024,95763.44270483241,96039.4154192125
"(4, 5, 11)",95696.36626455537,95992.17352369454,"[8511, 2221, 11885, 11492]",2221,3,12,8,95708.36626455537,96000.17352369454,95758.99016390377,96033.9227899268
"(4, 5, 12)",95701.52461983572,95998.42304203061,"[8511, 2221, 13565, 9812]",2221,3,12,8,95713.52461983572,96006.42304203061,95764.14851918412,96040.17230826287
"(4, 5, 13)",95709.0910018004,96004.9147262968,"[8511, 2221, 15140, 8237]",2221,3,12,8,95721.0910018004,96012.9147262968,95771.7149011488,96046.66399252907
"(4, 5, 14)",95719.7481614879,96016.8785622959,"[8511, 2221, 16607, 6770]",2221,3,12,8,95731.7481614879,96024.8785622959,95782.37206083631,96058.62782852816
"(4, 5, 15)",95729.12099829312,96025.4946393682,"[8511, 2221, 17952, 5425]",2221,3,12,8,95741.12099829312,96033.4946393682,95791.74489764152,96067.24390560047
"(4, 5, 16)",95726.59458683341,96026.01091472775,"[8511, 2221, 19201, 4176]",2221,3,12,8,95738.59458683341,96034.01091472775,95789.21848618181,96067.76018096002
"(4, 5, 17)",95735.49266647591,96032.64994950144,"[8511, 2221, 20355, 3022]",2221,3,12,8,95747.49266647591,96040.64994950144,95798.11656582431,96074.3992157337
"(4, 5, 18)",95745.86632457092,96041.00934263288,"[8511, 2221, 21431, 1946]",1946,3,12,8,95757.86632457092,96049.00934263288,95808.49022391932,96082.75860886514
"(4, 5, 19)",95746.60125506324,96043.24589181528,"[8511, 2221, 22437, 940]",940,3,12,8,95758.60125506324,96051.24589181528,95809.22515441164,96084.99515804755
"(4, 6, 7)",95722.93363234238,96008.29476477705,"[8511, 4382, 2104, 19112]",2104,3,12,8,95734.93363234238,96016.29476477705,95785.55753169078,96050.04403100931
"(4, 6, 8)",95709.85779429231,95995.4328530402,"[8511, 4382, 4126, 17090]",4126,3,12,8,95721.85779429231,96003.4328530402,95772.48169364072,96037.18211927246
"(4, 6, 9)",95707.00698356124,95991.44817536524,"[8511, 4382, 6078, 15138]",4382,3,12,8,95719.00698356124,95999.44817536524,95769.63088290964,96033.1974415975
"(4, 6, 10)",95702.72771315841,95989.09342481686,"[8511, 4382, 7941, 13275]",4382,3,12,8,95714.72771315841,95997.09342481686,95765.35161250681,96030.84269104913
"(4, 6, 11)",95696.80957598283,95982.35374511624,"[8511, 4382, 9724, 11492]",4382,3,12,8,95708.80957598283,95990.35374511624,95759.43347533123,96024.1030113485
"(4, 6, 12)",95699.48321820112,95985.91286461714,"[8511, 4382, 11404, 9812]",4382,3,12,8,95711.48321820112,95993.91286461714,95762.10711754952,96027.6621308494
"(4, 6, 13)",95704.35206134737,95989.99711512122,"[8511, 4382, 12979, 8237]",4382,3,12,8,95716.35206134737,95997.99711512122,95766.97596069577,96031.74638135349
"(4, 6, 14)",95712.13982988372,95998.81156041016,"[8511, 4382, 14446, 6770]",4382,3,12,8,95724.13982988372,96006.81156041016,95774.76372923212,96040.56082664242
"(4, 6, 15)",95718.81089032226,96005.03454588886,"[8511, 4382, 15791, 5425]",4382,3,12,8,95730.81089032226,96013.03454588886,95781.43478967066,96046.78381212112
"(4, 6, 16)",95715.27720016774,96004.55734213063,"[8511, 4382, 17040, 4176]",4176,3,12,8,95727.27720016774,96012.55734213063,95777.90109951614,96046.3066083629
"(4, 6, 17)",95722.06794910273,96009.2427575468,"[8511, 4382, 18194, 3022]",3022,3,12,8,95734.06794910273,96017.2427575468,95784.69184845113,96050.99202377906
"(4, 6, 18)",95730.18449738283,96015.43851913126,"[8511, 4382, 19270, 1946]",1946,3,12,8,95742.18449738283,96023.43851913126,95792.80839673123,96057.18778536352
"(4, 6, 19)",95730.00692472798,96016.53064475604,"[8511, 4382, 20276, 940]",940,3,12,8,95742.00692472798,96024.53064475604,95792.63082407638,96058.2799109883
"(4, 7, 8)",95714.70614188828,96000.32444608837,"[8511, 6486, 2022, 17090]",2022,3,12,8,95726.70614188828,96008.32444608837,95777.33004123668,96042.07371232063
"(4, 7, 9)",95710.89765451044,95995.7023004873,"[8511, 6486, 3974, 15138]",3974,3,12,8,95722.89765451044,96003.7023004873,95773.52155385884,96037.45156671957
"(4, 7, 10)",95706.05608198387,95992.38091200586,"[8511, 6486, 5837, 13275]",5837,3,12,8,95718.05608198387,96000.38091200586,95768.67998133227,96034.13017823812
"(4, 7, 11)",95699.45830422189,95985.3043567992,"[8511, 6486, 7620, 11492]",6486,3,12,8,95711.45830422189,95993.3043567992,95762.08220357029,96027.05362303146
"(4, 7, 12)",95701.01262630938,95987.3949794237,"[8511, 6486, 9300, 9812]",6486,3,12,8,95713.01262630938,95995.3949794237,95763.63652565778,96029.14424565596
"(4, 7, 13)",95704.29349086064,95990.21570349328,"[8511, 6486, 10875, 8237]",6486,3,12,8,95716.29349086064,95998.21570349328,95766.91739020904,96031.96496972554
"(4, 7, 14)",95710.40046404388,95997.138490657,"[8511, 6486, 12342, 6770]",6486,3,12,8,95722.40046404388,96005.138490657,95773.02436339228,96038.88775688926
"(4, 7, 15)",95715.45706836428,96001.81353131324,"[8511, 6486, 13687, 5425]",5425,3,12,8,95727.45706836428,96009.81353131324,95778.08096771268,96043.5627975455
"(4, 7, 16)",95711.44676866154,96000.85232026514,"[8511, 6486, 14936, 4176]",4176,3,12,8,95723.44676866154,96008.85232026514,95774.07066800994,96042.6015864974
"(4, 7, 17)",95716.90214425168,96004.32152435483,"[8511, 6486, 16090, 3022]",3022,3,12,8,95728.90214425168,96012.32152435483,95779.52604360008,96046.0707905871
"(4, 7, 18)",95723.72440956619,96008.95324746093,"[8511, 6486, 17166, 1946]",1946,3,12,8,95735.72440956619,96016.95324746093,95786.34830891459,96050.70251369319
"(4, 7, 19)",95722.89295001717,96009.5349548724,"[8511, 6486, 18172, 940]",940,3,12,8,95734.89295001717,96017.5349548724,95785.51684936557,96051.28422110467
"(4, 8, 9)",95712.64473003159,95998.21368015622,"[8511, 8508, 1952, 15138]",1952,3,12,8,95724.64473003159,96006.21368015622,95775.26862937999,96039.96294638848
"(4, 8, 10)",95707.25626362368,95993.94872288466,"[8511, 8508, 3815, 13275]",3815,3,12,8,95719.25626362368,96001.94872288466,95769.88016297208,96035.69798911692
"(4, 8, 11)",95700.32009979457,95986.6522676216,"[8511, 8508, 5598, 11492]",5598,3,12,8,95712.32009979457,95994.6522676216,95762.94399914297,96028.40153385386
"(4, 8, 12)",95700.40831538188,95987.42571731008,"[8511, 8508, 7278, 9812]",7278,3,12,8,95712.40831538188,95995.42571731008,95763.03221473028,96029.17498354234
"(4, 8, 13)",95702.32253271886,95988.72433494854,"[8511, 8508, 8853, 8237]",8237,3,12,8,95714.32253271886,95996.72433494854,95764.94643206726,96030.4736011808
"(4, 8, 14)",95706.53608806361,95993.72468203443,"[8511, 8508, 10320, 6770]",6770,3,12,8,95718.53608806361,96001.72468203443,95769.15998741201,96035.47394826669
"(4, 8, 15)",95710.0350798661,95996.86587390036,"[8511, 8508, 11665, 5425]",5425,3,12,8,95722.0350798661,96004.86587390036,95772.6589792145,96038.61514013262
"(4, 8, 16)",95705.74290229325,95995.60056232824,"[8511, 8508, 12914, 4176]",4176,3,12,8,95717.74290229325,96003.60056232824,95768.36680164165,96037.3498285605
"(4, 8, 17)",95709.9840581929,95997.8331774963,"[8511, 8508, 14068, 3022]",3022,3,12,8,95721.9840581929,96005.8331774963,95772.6079575413,96039.58244372856
"(4, 8, 18)",95715.28279681603,96001.15983770866,"[8511, 8508, 15144, 1946]",1946,3,12,8,95727.28279681603,96009.15983770866,95777.90669616443,96042.90910394092
"(4, 8, 19)",95713.99325162571,96001.24404806265,"[8511, 8508, 16150, 940]",940,3,12,8,95725.99325162571,96009.24404806265,95776.61715097411,96042.99331429492
"(4, 9, 10)",95713.54954029957,96001.5054691787,"[8511, 10460, 1863, 13275]",1863,3,12,8,95725.54954029957,96009.5054691787,95776.17343964797,96043.25473541096
"(4, 9, 11)",95707.59436782543,95994.30173851256,"[8511, 10460, 3646, 11492]",3646,3,12,8,95719.59436782543,96002.30173851256,95770.21826717383,96036.05100474482
"(4, 9, 12)",95707.16282414104,95994.54752504647,"[8511, 10460, 5326, 9812]",5326,3,12,8,95719.16282414104,96002.54752504647,95769.78672348944,96036.29679127873
"(4, 9, 13)",95708.61394302666,95995.26312890502,"[8511, 10460, 6901, 8237]",6901,3,12,8,95720.61394302666,96003.26312890502,95771.23784237506,96037.01239513728
"(4, 9, 14)",95711.78472345026,95999.16582947622,"[8511, 10460, 8368, 6770]",6770,3,12,8,95723.78472345026,96007.16582947622,95774.40862279866,96040.91509570848
"(4, 9, 15)",95714.52216155063,96001.49543907357,"[8511, 10460, 9713, 5425]",5425,3,12,8,95726.52216155063,96009.49543907357,95777.14606089903,96043.24470530583
"(4, 9, 16)",95710.24634068127,96000.16245961172,"[8511, 10460, 10962, 4176]",4176,3,12,8,95722.24634068127,96008.16245961172,95772.87024002968,96041.91172584398
"(4, 9, 17)",95713.76948593766,96001.75132916158,"[8511, 10460, 12116, 3022]",3022,3,12,8,95725.76948593766,96009.75132916158,95776.39338528606,96043.50059539384
"(4, 9, 18)",95718.22526282784,96004.2002658207,"[8511, 10460, 13192, 1946]",1946,3,12,8,95730.22526282784,96012.2002658207,95780.84916217624,96045.94953205297
"(4, 9, 19)",95716.72343126964,96004.03581446045,"[8511, 10460, 14198, 940]",940,3,12,8,95728.72343126964,96012.03581446045,95779.34733061804,96045.78508069272
"(4, 10, 11)",95713.87719711017,96001.79469827397,"[8511, 12323, 1783, 11492]",1783,3,12,8,95725.87719711017,96009.79469827397,95776.50109645857,96043.54396450623
"(4, 10, 12)",95713.57663541261,96001.89921247966,"[8511, 12323, 3463, 9812]",3463,3,12,8,95725.57663541261,96009.89921247966,95776.20053476101,96043.64847871193
"(4, 10, 13)",95714.14242257026,96002.12989848455,"[8511, 12323, 5038, 8237]",5038,3,12,8,95726.14242257026,96010.12989848455,95776.76632191867,96043.87916471681
"(4, 10, 14)",95716.43953724553,96005.03652848468,"[8511, 12323, 6505, 6770]",6505,3,12,8,95728.43953724553,96013.03652848468,95779.06343659393,96046.78579471694
"(4, 10, 15)",95718.11092459761,96006.54607714427,"[8511, 12323, 7850, 5425]",5425,3,12,8,95730.11092459761,96014.54607714427,95780.73482394601,96048.29534337654
"(4, 10, 16)",95713.9063734522,96005.25706859429,"[8511, 12323, 9099, 4176]",4176,3,12,8,95725.9063734522,96013.25706859429,95776.5302728006,96047.00633482655
"(4, 10, 17)",95716.65988336192,96006.27565154232,"[8511, 12323, 10253, 3022]",3022,3,12,8,95728.65988336192,96014.27565154232,95779.28378271032,96048.02491777459
"(4, 10, 18)",95720.1495766891,96007.97432564774,"[8511, 12323, 11329, 1946]",1946,3,12,8,95732.1495766891,96015.97432564774,95782.7734760375,96049.72359188
"(4, 10, 19)",95718.52449282963,96007.66212526908,"[8511, 12323, 12335, 940]",940,3,12,8,95730.52449282963,96015.66212526908,95781.14839217803,96049.41139150134
"(4, 11, 12)",95715.72593374012,96004.43102753782,"[8511, 14106, 1680, 9812]",1680,3,12,8,95727.72593374012,96012.43102753782,95778.34983308852,96046.18029377008
"(4, 11, 13)",95715.70888470061,96003.81577135867,"[8511, 14106, 3255, 8237]",3255,3,12,8,95727.70888470061,96011.81577135867,95778.33278404901,96045.56503759093
"(4, 11, 14)",95716.22393250569,96004.94585566875,"[8511, 14106, 4722, 6770]",4722,3,12,8,95728.22393250569,96012.94585566875,95778.84783185409,96046.69512190101
"(4, 11, 15)",95717.01049012726,96005.46204872301,"[8511, 14106, 6067, 5425]",5425,3,12,8,95729.01049012726,96013.46204872301,95779.63438947566,96047.21131495528
"(4, 11, 16)",95713.30259384881,96004.68431858145,"[8511, 14106, 7316, 4176]",4176,3,12,8,95725.30259384881,96012.68431858145,95775.92649319721,96046.43358481371
"(4, 11, 17)",95715.31452675542,96004.90439807493,"[8511, 14106, 8470, 3022]",3022,3,12,8,95727.31452675542,96012.90439807493,95777.93842610382,96046.65366430719
"(4, 11, 18)",95717.70890825523,96005.64057882548,"[8511, 14106, 9546, 1946]",1946,3,12,8,95729.70890825523,96013.64057882548,95780.33280760363,96047.38984505774
"(4, 11, 19)",95716.11293400322,96005.22407276285,"[8511, 14106, 10552, 940]",940,3,12,8,95728.11293400322,96013.22407276285,95778.73683335162,96046.97333899511
"(4, 12, 13)",95725.88275690854,96015.01065196157,"[8511, 15786, 1575, 8237]",1575,3,12,8,95737.88275690854,96023.01065196157,95788.50665625694,96056.75991819383
"(4, 12, 14)",95726.14188893835,96015.60094960286,"[8511, 15786, 3042, 6770]",3042,3,12,8,95738.14188893835,96023.60094960286,95788.76578828675,96057.35021583512
"(4, 12, 15)",95726.37657468025,96015.74862075131,"[8511, 15786, 4387, 5425]",4387,3,12,8,95738.37657468025,96023.74862075131,95789.00047402865,96057.49788698358
"(4, 12, 16)",95723.09352203962,96015.32171841098,"[8511, 15786, 5636, 4176]",4176,3,12,8,95735.09352203962,96023.32171841098,95785.71742138802,96057.07098464324
"(4, 12, 17)",95724.62518021703,96015.40875245797,"[8511, 15786, 6790, 3022]",3022,3,12,8,95736.62518021703,96023.40875245797,95787.24907956543,96057.15801869023
"(4, 12, 18)",95726.53587406756,96015.69716294338,"[8511, 15786, 7866, 1946]",1946,3,12,8,95738.53587406756,96023.69716294338,95789.15977341596,96057.44642917564
"(4, 12, 19)",95725.03664728835,96015.3399291086,"[8511, 15786, 8872, 940]",940,3,12,8,95737.03664728835,96023.3399291086,95787.66054663675,96057.08919534086
"(4, 13, 14)",95736.2444492284,96025.472214668,"[8511, 17361, 1467, 6770]",1467,3,12,8,95748.2444492284,96033.472214668,95798.8683485768,96067.22148090026
"(4, 13, 15)",95736.61542337255,96025.7280704437,"[8511, 17361, 2812, 5425]",2812,3,12,8,95748.61542337255,96033.7280704437,95799.23932272095,96067.47733667596
"(4, 13, 16)",95733.83117180385,96025.83389102393,"[8511, 17361, 4061, 4176]",4061,3,12,8,95745.83117180385,96033.83389102393,95796.45507115225,96067.58315725619
"(4, 13, 17)",95735.30335943453,96025.70160550802,"[8511, 17361, 5215, 3022]",3022,3,12,8,95747.30335943453,96033.70160550802,95797.92725878293,96067.45087174028
"(4, 13, 18)",95736.88478684491,96025.70233580408,"[8511, 17361, 6291, 1946]",1946,3,12,8,95748.88478684491,96033.70233580408,95799.50868619331,96067.45160203634
"(4, 13, 19)",95735.47213756172,96025.43571794302,"[8511, 17361, 7297, 940]",940,3,12,8,95747.47213756172,96033.43571794302,95798.09603691012,96067.18498417528
"(4, 14, 15)",95751.17228192417,96041.73675230748,"[8511, 18828, 1345, 5425]",1345,3,12,8,95763.17228192417,96049.73675230748,95813.79618127257,96083.48601853974
"(4, 14, 16)",95747.94370838383,96041.33803584853,"[8511, 18828, 2594, 4176]",2594,3,12,8,95759.94370838383,96049.33803584853,95810.56760773223,96083.08730208079
"(4, 14, 17)",95749.50180999898,96041.46897500902,"[8511, 18828, 3748, 3022]",3022,3,12,8,95761.50180999898,96049.46897500902,95812.12570934738,96083.21824124128
"(4, 14, 18)",95751.16838042795,96041.65644519738,"[8511, 18828, 4824, 1946]",1946,3,12,8,95763.16838042795,96049.65644519738,95813.79227977635,96083.40571142964
"(4, 14, 19)",95749.75844665026,96041.35849541827,"[8511, 18828, 5830, 940]",940,3,12,8,95761.75844665026,96049.35849541827,95812.38234599866,96083.10776165054
"(4, 15, 16)",95758.77566654257,96052.05640861191,"[8511, 20173, 1249, 4176]",1249,3,12,8,95770.77566654257,96060.05640861191,95821.39956589097,96093.80567484417
"(4, 15, 17)",95761.16581715476,96052.88611423134,"[8511, 20173, 2403, 3022]",2403,3,12,8,95773.16581715476,96060.88611423134,95823.78971650316,96094.6353804636
"(4, 15, 18)",95762.7219558531,96053.66839364423,"[8511, 20173, 3479, 1946]",1946,3,12,8,95774.7219558531,96061.66839364423,95825.3458552015,96095.41765987649
"(4, 15, 19)",95761.64695991714,96053.01018388278,"[8511, 20173, 4485, 940]",940,3,12,8,95773.64695991714,96061.01018388278,95824.27085926554,96094.75945011505
"(4, 16, 17)",95761.4927050442,96055.53540505041,"[8511, 21422, 1154, 3022]",1154,3,12,8,95773.4927050442,96063.53540505041,95824.1166043926,96097.28467128267
"(4, 16, 18)",95761.218050507,96055.09361454842,"[8511, 21422, 2230, 1946]",1946,3,12,8,95773.218050507,96063.09361454842,95823.8419498554,96096.84288078068
"(4, 16, 19)",95761.48380208085,96055.24009816212,"[8511, 21422, 3236, 940]",940,3,12,8,95773.48380208085,96063.24009816212,95824.10770142925,96096.98936439438
"(4, 17, 18)",95772.44660523307,96063.7188959985,"[8511, 22576, 1076, 1946]",1076,3,12,8,95784.44660523307,96071.7188959985,95835.07050458147,96105.46816223077
"(4, 17, 19)",95772.84247239413,96063.8985117013,"[8511, 22576, 2082, 940]",940,3,12,8,95784.84247239413,96071.8985117013,95835.46637174253,96105.64777793357
"(4, 18, 19)",95784.15899487272,96075.06224008935,"[8511, 23652, 1006, 940]",940,3,12,8,95796.15899487272,96083.06224008935,95846.78289422112,96116.81150632161
"(5, 6, 7)",95715.97652864941,96013.56960138772,"[10732, 2161, 2104, 19112]",2104,3,12,8,95727.97652864941,96021.56960138772,95778.60042799781,96055.31886761998
"(5, 6, 8)",95702.90069059934,96000.70768965085,"[10732, 2161, 4126, 17090]",2161,3,12,8,95714.90069059934,96008.70768965085,95765.52458994774,96042.45695588311
"(5, 6, 9)",95700.04987986827,95996.7230119759,"[10732, 2161, 6078, 15138]",2161,3,12,8,95712.04987986827,96004.7230119759,95762.67377921667,96038.47227820817
"(5, 6, 10)",95695.77060946543,95994.36826142753,"[10732, 2161, 7941, 13275]",2161,3,12,8,95707.77060946543,96002.36826142753,95758.39450881383,96036.1175276598
"(5, 6, 11)",95689.85247228986,95987.6285817269,"[10732, 2161, 9724, 11492]",2161,3,12,8,95701.85247228986,95995.6285817269,95752.47637163826,96029.37784795916
"(5, 6, 12)",95692.52611450816,95991.1877012278,"[10732, 2161, 11404, 9812]",2161,3,12,8,95704.52611450816,95999.1877012278,95755.15001385656,96032.93696746006
"(5, 6, 13)",95697.39495765441,95995.27195173189,"[10732, 2161, 12979, 8237]",2161,3,12,8,95709.39495765441,96003.27195173189,95760.01885700281,96037.02121796415
"(5, 6, 14)",95705.18272619073,96004.08639702082,"[10732, 2161, 14446, 6770]",2161,3,12,8,95717.18272619073,96012.08639702082,95767.80662553913,96045.83566325308
"(5, 6, 15)",95711.85378662928,96010.30938249952,"[10732, 2161, 15791, 5425]",2161,3,12,8,95723.85378662928,96018.30938249952,95774.47768597768,96052.05864873178
"(5, 6, 16)",95708.32009647475,96009.8321787413,"[10732, 2161, 17040, 4176]",2161,3,12,8,95720.32009647475,96017.8321787413,95770.94399582315,96051.58144497356
"(5, 6, 17)",95715.11084540974,96014.51759415749,"[10732, 2161, 18194, 3022]",2161,3,12,8,95727.11084540974,96022.51759415749,95777.73474475814,96056.26686038975
"(5, 6, 18)",95723.22739368986,96020.71335574193,"[10732, 2161, 19270, 1946]",1946,3,12,8,95735.22739368986,96028.71335574193,95785.85129303826,96062.46262197419
"(5, 6, 19)",95723.049821035,96021.80548136671,"[10732, 2161, 20276, 940]",940,3,12,8,95735.049821035,96029.80548136671,95785.6737203834,96063.55474759897
"(5, 7, 8)",95705.14391268251,96002.57361796589,"[10732, 4265, 2022, 17090]",2022,3,12,8,95717.14391268251,96010.57361796589,95767.76781203091,96044.32288419815
"(5, 7, 9)",95701.33542530466,95997.95147236482,"[10732, 4265, 3974, 15138]",3974,3,12,8,95713.33542530466,96005.95147236482,95763.95932465306,96039.70073859708
"(5, 7, 10)",95696.49385277809,95994.63008388337,"[10732, 4265, 5837, 13275]",4265,3,12,8,95708.49385277809,96002.63008388337,95759.11775212649,96036.37935011563
"(5, 7, 11)",95689.8960750161,95987.55352867671,"[10732, 4265, 7620, 11492]",4265,3,12,8,95701.8960750161,95995.55352867671,95752.5199743645,96029.30279490897
"(5, 7, 12)",95691.45039710362,95989.64415130121,"[10732, 4265, 9300, 9812]",4265,3,12,8,95703.45039710362,95997.64415130121,95754.07429645202,96031.39341753347
"(5, 7, 13)",95694.73126165484,95992.46487537079,"[10732, 4265, 10875, 8237]",4265,3,12,8,95706.73126165484,96000.46487537079,95757.35516100324,96034.21414160305
"(5, 7, 14)",95700.83823483811,95999.38766253451,"[10732, 4265, 12342, 6770]",4265,3,12,8,95712.83823483811,96007.38766253451,95763.46213418651,96041.13692876678
"(5, 7, 15)",95705.89483915851,96004.06270319075,"[10732, 4265, 13687, 5425]",4265,3,12,8,95717.89483915851,96012.06270319075,95768.51873850691,96045.81196942301
"(5, 7, 16)",95701.88453945576,96003.10149214265,"[10732, 4265, 14936, 4176]",4176,3,12,8,95713.88453945576,96011.10149214265,95764.50843880416,96044.85075837492
"(5, 7, 17)",95707.33991504592,96006.57069623235,"[10732, 4265, 16090, 3022]",3022,3,12,8,95719.33991504592,96014.57069623235,95769.96381439432,96048.31996246461
"(5, 7, 18)",95714.16218036039,96011.20241933844,"[10732, 4265, 17166, 1946]",1946,3,12,8,95726.16218036039,96019.20241933844,95776.78607970879,96052.9516855707
"(5, 7, 19)",95713.33072081138,96011.78412674992,"[10732, 4265, 18172, 940]",940,3,12,8,95725.33072081138,96019.78412674992,95775.95462015978,96053.53339298218
"(5, 8, 9)",95700.81499990806,95998.31662352463,"[10732, 6287, 1952, 15138]",1952,3,12,8,95712.81499990806,96006.31662352463,95763.43889925646,96040.0658897569
"(5, 8, 10)",95695.42653350017,95994.05166625309,"[10732, 6287, 3815, 13275]",3815,3,12,8,95707.42653350017,96002.05166625309,95758.05043284857,96035.80093248535
"(5, 8, 11)",95688.49036967104,95986.75521099003,"[10732, 6287, 5598, 11492]",5598,3,12,8,95700.49036967104,95994.75521099003,95751.11426901944,96028.50447722229
"(5, 8, 12)",95688.57858525834,95987.52866067851,"[10732, 6287, 7278, 9812]",6287,3,12,8,95700.57858525834,95995.52866067851,95751.20248460674,96029.27792691077
"(5, 8, 13)",95690.49280259531,95988.82727831697,"[10732, 6287, 8853, 8237]",6287,3,12,8,95702.49280259531,95996.82727831697,95753.11670194371,96030.57654454923
"(5, 8, 14)",95694.70635794009,95993.82762540285,"[10732, 6287, 10320, 6770]",6287,3,12,8,95706.70635794009,96001.82762540285,95757.33025728849,96035.57689163511
"(5, 8, 15)",95698.20534974257,95996.96881726879,"[10732, 6287, 11665, 5425]",5425,3,12,8,95710.20534974257,96004.96881726879,95760.82924909097,96038.71808350105
"(5, 8, 16)",95693.91317216973,95995.70350569667,"[10732, 6287, 12914, 4176]",4176,3,12,8,95705.91317216973,96003.70350569667,95756.53707151813,96037.45277192893
"(5, 8, 17)",95698.15432806937,95997.93612086473,"[10732, 6287, 14068, 3022]",3022,3,12,8,95710.15432806937,96005.93612086473,95760.77822741777,96039.685387097
"(5, 8, 18)",95703.4530666925,96001.26278107708,"[10732, 6287, 15144, 1946]",1946,3,12,8,95715.4530666925,96009.26278107708,95766.0769660409,96043.01204730934
"(5, 8, 19)",95702.1635215022,96001.34699143107,"[10732, 6287, 16150, 940]",940,3,12,8,95714.1635215022,96009.34699143107,95764.7874208506,96043.09625766333
"(5, 9, 10)",95699.24383701658,95997.89872459313,"[10732, 8239, 1863, 13275]",1863,3,12,8,95711.24383701658,96005.89872459313,95761.86773636498,96039.6479908254
"(5, 9, 11)",95693.28866454242,95990.694993927,"[10732, 8239, 3646, 11492]",3646,3,12,8,95705.28866454242,95998.694993927,95755.91256389082,96032.44426015926
"(5, 9, 12)",95692.85712085801,95990.9407804609,"[10732, 8239, 5326, 9812]",5326,3,12,8,95704.85712085801,95998.9407804609,95755.48102020641,96032.69004669317
"(5, 9, 13)",95694.30823974364,95991.65638431946,"[10732, 8239, 6901, 8237]",6901,3,12,8,95706.30823974364,95999.65638431946,95756.93213909204,96033.40565055172
"(5, 9, 14)",95697.47902016724,95995.55908489067,"[10732, 8239, 8368, 6770]",6770,3,12,8,95709.47902016724,96003.55908489067,95760.10291951564,96037.30835112293
"(5, 9, 15)",95700.21645826763,95997.888694488,"[10732, 8239, 9713, 5425]",5425,3,12,8,95712.21645826763,96005.888694488,95762.84035761603,96039.63796072027
"(5, 9, 16)",95695.94063739826,95996.55571502616,"[10732, 8239, 10962, 4176]",4176,3,12,8,95707.94063739826,96004.55571502616,95758.56453674666,96038.30498125842
"(5, 9, 17)",95699.46378265465,95998.14458457602,"[10732, 8239, 12116, 3022]",3022,3,12,8,95711.46378265465,96006.14458457602,95762.08768200305,96039.89385080828
"(5, 9, 18)",95703.91955954484,96000.59352123515,"[10732, 8239, 13192, 1946]",1946,3,12,8,95715.91955954484,96008.59352123515,95766.54345889324,96042.34278746741
"(5, 9, 19)",95702.41772798664,96000.42906987491,"[10732, 8239, 14198, 940]",940,3,12,8,95714.41772798664,96008.42906987491,95765.04162733504,96042.17833610717
