cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(1, 9, 18)",95679.71291838394,95970.44538805638,"[2030, 16941, 13192, 1946]",1946,3,12,8,95691.71291838394,95978.44538805638,95742.33681773234,96012.19465428864
"(1, 9, 19)",95678.21108682576,95970.28093669613,"[2030, 16941, 14198, 940]",940,3,12,8,95690.21108682576,95978.28093669613,95740.83498617416,96012.03020292839
"(1, 10, 11)",95683.0810963992,95970.15796481367,"[2030, 18804, 1783, 11492]",1783,3,12,8,95695.0810963992,95978.15796481367,95745.7049957476,96011.90723104593
"(1, 10, 12)",95682.78053470165,95970.26247901937,"[2030, 18804, 3463, 9812]",2030,3,12,8,95694.78053470165,95978.26247901937,95745.40443405005,96012.01174525163
"(1, 10, 13)",95683.34632185931,95970.49316502425,"[2030, 18804, 5038, 8237]",2030,3,12,8,95695.34632185931,95978.49316502425,95745.97022120771,96012.24243125651
"(1, 10, 14)",95685.64343653456,95973.39979502438,"[2030, 18804, 6505, 6770]",2030,3,12,8,95697.64343653456,95981.39979502438,95748.26733588296,96015.14906125664
"(1, 10, 15)",95687.31482388664,95974.90934368398,"[2030, 18804, 7850, 5425]",2030,3,12,8,95699.31482388664,95982.90934368398,95749.93872323504,96016.65860991624
"(1, 10, 16)",95683.11027274124,95973.620335134,"[2030, 18804, 9099, 4176]",2030,3,12,8,95695.11027274124,95981.620335134,95745.73417208964,96015.36960136626
"(1, 10, 17)",95685.86378265094,95974.63891808203,"[2030, 18804, 10253, 3022]",2030,3,12,8,95697.86378265094,95982.63891808203,95748.48768199934,96016.38818431429
"(1, 10, 18)",95689.35347597812,95976.33759218744,"[2030, 18804, 11329, 1946]",1946,3,12,8,95701.35347597812,95984.33759218744,95751.97737532652,96018.0868584197
"(1, 10, 19)",95687.72839211865,95976.02539180878,"[2030, 18804, 12335, 940]",940,3,12,8,95699.72839211865,95984.02539180878,95750.35229146705,96017.77465804105
"(1, 11, 12)",95688.41762993025,95976.7984985744,"[2030, 20587, 1680, 9812]",1680,3,12,8,95700.41762993025,95984.7984985744,95751.04152927865,96018.54776480666
"(1, 11, 13)",95688.40058089074,95976.18324239524,"[2030, 20587, 3255, 8237]",2030,3,12,8,95700.40058089074,95984.18324239524,95751.02448023914,96017.9325086275
"(1, 11, 14)",95688.91562869582,95977.31332670532,"[2030, 20587, 4722, 6770]",2030,3,12,8,95700.91562869582,95985.31332670532,95751.53952804422,96019.06259293758
"(1, 11, 15)",95689.7021863174,95977.82951975957,"[2030, 20587, 6067, 5425]",2030,3,12,8,95701.7021863174,95985.82951975957,95752.3260856658,96019.57878599183
"(1, 11, 16)",95685.99429003896,95977.05178961802,"[2030, 20587, 7316, 4176]",2030,3,12,8,95697.99429003896,95985.05178961802,95748.61818938736,96018.80105585029
"(1, 11, 17)",95688.00622294557,95977.27186911149,"[2030, 20587, 8470, 3022]",2030,3,12,8,95700.00622294557,95985.27186911149,95750.63012229397,96019.02113534375
"(1, 11, 18)",95690.40060444539,95978.00804986205,"[2030, 20587, 9546, 1946]",1946,3,12,8,95702.40060444539,95986.00804986205,95753.02450379379,96019.75731609431
"(1, 11, 19)",95688.80463019336,95977.59154379943,"[2030, 20587, 10552, 940]",940,3,12,8,95700.80463019336,95985.59154379943,95751.42852954176,96019.34081003169
"(1, 12, 13)",95704.4674111807,95993.32311530053,"[2030, 22267, 1575, 8237]",1575,3,12,8,95716.4674111807,96001.32311530053,95767.0913105291,96035.0723815328
"(1, 12, 14)",95704.72654321049,95993.91341294182,"[2030, 22267, 3042, 6770]",2030,3,12,8,95716.72654321049,96001.91341294182,95767.35044255889,96035.66267917409
"(1, 12, 15)",95704.9612289524,95994.06108409027,"[2030, 22267, 4387, 5425]",2030,3,12,8,95716.9612289524,96002.06108409027,95767.5851283008,96035.81035032253
"(1, 12, 16)",95701.67817631176,95993.63418174995,"[2030, 22267, 5636, 4176]",2030,3,12,8,95713.67817631176,96001.63418174995,95764.30207566016,96035.38344798221
"(1, 12, 17)",95703.20983448917,95993.72121579695,"[2030, 22267, 6790, 3022]",2030,3,12,8,95715.20983448917,96001.72121579695,95765.83373383757,96035.47048202921
"(1, 12, 18)",95705.1205283397,95994.00962628235,"[2030, 22267, 7866, 1946]",1946,3,12,8,95717.1205283397,96002.00962628235,95767.7444276881,96035.75889251461
"(1, 12, 19)",95703.62130156049,95993.65239244756,"[2030, 22267, 8872, 940]",940,3,12,8,95715.62130156049,96001.65239244756,95766.24520090889,96035.40165867982
"(1, 13, 14)",95720.45945072679,96009.88607103722,"[2030, 23842, 1467, 6770]",1467,3,12,8,95732.45945072679,96017.88607103722,95783.08335007519,96051.63533726949
"(1, 13, 15)",95720.83042487095,96010.14192681294,"[2030, 23842, 2812, 5425]",2030,3,12,8,95732.83042487095,96018.14192681294,95783.45432421935,96051.8911930452
"(1, 13, 16)",95718.04617330225,96010.24774739315,"[2030, 23842, 4061, 4176]",2030,3,12,8,95730.04617330225,96018.24774739315,95780.67007265065,96051.99701362541
"(1, 13, 17)",95719.51836093293,96010.11546187726,"[2030, 23842, 5215, 3022]",2030,3,12,8,95731.51836093293,96018.11546187726,95782.14226028133,96051.86472810952
"(1, 13, 18)",95721.0997883433,96010.1161921733,"[2030, 23842, 6291, 1946]",1946,3,12,8,95733.0997883433,96018.1161921733,95783.7236876917,96051.86545840556
"(1, 13, 19)",95719.68713906012,96009.84957431225,"[2030, 23842, 7297, 940]",940,3,12,8,95731.68713906012,96017.84957431225,95782.31103840852,96051.59884054451
"(1, 14, 15)",95742.35634757926,96033.26309482093,"[2030, 25309, 1345, 5425]",1345,3,12,8,95754.35634757926,96041.26309482093,95804.98024692766,96075.01236105319
"(1, 14, 16)",95739.12777403892,96032.86437836198,"[2030, 25309, 2594, 4176]",2030,3,12,8,95751.12777403892,96040.86437836198,95801.75167338732,96074.61364459424
"(1, 14, 17)",95740.68587565408,96032.99531752247,"[2030, 25309, 3748, 3022]",2030,3,12,8,95752.68587565408,96040.99531752247,95803.30977500248,96074.74458375473
"(1, 14, 18)",95742.35244608302,96033.18278771083,"[2030, 25309, 4824, 1946]",1946,3,12,8,95754.35244608302,96041.18278771083,95804.97634543142,96074.93205394309
"(1, 14, 19)",95740.94251230534,96032.88483793172,"[2030, 25309, 5830, 940]",940,3,12,8,95752.94251230534,96040.88483793172,95803.56641165374,96074.63410416398
"(1, 15, 16)",95755.81805347209,96049.90033892715,"[2030, 26654, 1249, 4176]",1249,3,12,8,95767.81805347209,96057.90033892715,95818.44195282049,96091.64960515941
"(1, 15, 17)",95758.20820408428,96050.7300445466,"[2030, 26654, 2403, 3022]",2030,3,12,8,95770.20820408428,96058.7300445466,95820.83210343268,96092.47931077886
"(1, 15, 18)",95759.76434278263,96051.51232395945,"[2030, 26654, 3479, 1946]",1946,3,12,8,95771.76434278263,96059.51232395945,95822.38824213103,96093.26159019172
"(1, 15, 19)",95758.68934684666,96050.85411419802,"[2030, 26654, 4485, 940]",940,3,12,8,95770.68934684666,96058.85411419802,95821.31324619506,96092.60338043029
"(1, 16, 17)",95761.89388677072,96056.90053460319,"[2030, 27903, 1154, 3022]",1154,3,12,8,95773.89388677072,96064.90053460319,95824.51778611912,96098.64980083545
"(1, 16, 18)",95761.61923223351,96056.45874410121,"[2030, 27903, 2230, 1946]",1946,3,12,8,95773.61923223351,96064.45874410121,95824.24313158191,96098.20801033347
"(1, 16, 19)",95761.88498380737,96056.60522771491,"[2030, 27903, 3236, 940]",940,3,12,8,95773.88498380737,96064.60522771491,95824.50888315577,96098.35449394718
"(1, 17, 18)",95777.84621803147,96070.38650846941,"[2030, 29057, 1076, 1946]",1076,3,12,8,95789.84621803147,96078.38650846941,95840.47011737987,96112.13577470167
"(1, 17, 19)",95778.24208519253,96070.56612417221,"[2030, 29057, 2082, 940]",940,3,12,8,95790.24208519253,96078.56612417221,95840.86598454093,96112.31539040447
"(1, 18, 19)",95794.88897114011,96087.41011266997,"[2030, 30133, 1006, 940]",940,3,12,8,95806.88897114011,96095.41011266997,95857.51287048851,96129.15937890223
"(2, 3, 4)",95759.49004842628,96055.86367334235,"[4137, 2166, 2208, 25598]",2166,3,12,8,95771.49004842628,96063.86367334235,95822.11394777468,96097.61293957461
"(2, 3, 5)",95717.22485562245,96016.94887090019,"[4137, 2166, 4429, 23377]",2166,3,12,8,95729.22485562245,96024.94887090019,95779.84875497085,96058.69813713245
"(2, 3, 6)",95702.23542260312,95989.4131363748,"[4137, 2166, 6590, 21216]",2166,3,12,8,95714.23542260312,95997.4131363748,95764.85932195152,96031.16240260706
"(2, 3, 7)",95699.14190187037,95982.06649156757,"[4137, 2166, 8694, 19112]",2166,3,12,8,95711.14190187037,95990.06649156757,95761.76580121877,96023.81575779984
"(2, 3, 8)",95692.33718407061,95973.03091138041,"[4137, 2166, 10716, 17090]",2166,3,12,8,95704.33718407061,95981.03091138041,95754.96108341901,96014.78017761267
"(2, 3, 9)",95696.85664030163,95977.75490838126,"[4137, 2166, 12668, 15138]",2166,3,12,8,95708.85664030163,95985.75490838126,95759.48053965003,96019.50417461352
"(2, 3, 10)",95700.30144765251,95983.69067653253,"[4137, 2166, 14531, 13275]",2166,3,12,8,95712.30144765251,95991.69067653253,95762.92534700091,96025.43994276479
"(2, 3, 11)",95698.97260610193,95982.61803618248,"[4137, 2166, 16314, 11492]",2166,3,12,8,95710.97260610193,95990.61803618248,95761.59650545033,96024.36730241474
"(2, 3, 12)",95710.34092867468,95995.5862587036,"[4137, 2166, 17994, 9812]",2166,3,12,8,95722.34092867468,96003.5862587036,95772.96482802308,96037.33552493586
"(2, 3, 13)",95723.08320783736,96008.57744516736,"[4137, 2166, 19569, 8237]",2166,3,12,8,95735.08320783736,96016.57744516736,95785.70710718576,96050.32671139963
"(2, 3, 14)",95740.58215785367,96027.9337012714,"[4137, 2166, 21036, 6770]",2166,3,12,8,95752.58215785367,96035.9337012714,95803.20605720207,96069.68296750366
"(2, 3, 15)",95755.03533944063,96042.59016466947,"[4137, 2166, 22381, 5425]",2166,3,12,8,95767.03533944063,96050.59016466947,95817.65923878903,96084.33943090173
"(2, 3, 16)",95755.12963754089,96046.05020991094,"[4137, 2166, 23630, 4176]",2166,3,12,8,95767.12963754089,96054.05020991094,95817.75353688929,96087.7994761432
"(2, 3, 17)",95768.31403677922,96057.57259024898,"[4137, 2166, 24784, 3022]",2166,3,12,8,95780.31403677922,96065.57259024898,95830.93793612762,96099.32185648124
"(2, 3, 18)",95783.48541183717,96071.03535814548,"[4137, 2166, 25860, 1946]",1946,3,12,8,95795.48541183717,96079.03535814548,95846.10931118557,96112.78462437775
"(2, 3, 19)",95786.86853777211,96076.30581270486,"[4137, 2166, 26866, 940]",940,3,12,8,95798.86853777211,96084.30581270486,95849.49243712051,96118.05507893712
"(2, 4, 5)",95717.3442417107,96017.43449531373,"[4137, 4374, 2221, 23377]",2221,3,12,8,95729.3442417107,96025.43449531373,95779.9681410591,96059.183761546
"(2, 4, 6)",95698.91749859857,95989.18293936201,"[4137, 4374, 4382, 21216]",4137,3,12,8,95710.91749859857,95997.18293936201,95761.54139794697,96030.93220559428
"(2, 4, 7)",95690.72386664683,95981.11535034301,"[4137, 4374, 6486, 19112]",4137,3,12,8,95702.72386664683,95989.11535034301,95753.34776599523,96022.86461657527
"(2, 4, 8)",95680.76942286313,95971.79743259549,"[4137, 4374, 8508, 17090]",4137,3,12,8,95692.76942286313,95979.79743259549,95743.39332221153,96013.54669882775
"(2, 4, 9)",95682.94939247839,95973.87258678582,"[4137, 4374, 10460, 15138]",4137,3,12,8,95694.94939247839,95981.87258678582,95745.57329182679,96015.62185301808
"(2, 4, 10)",95684.004620959,95977.01889626811,"[4137, 4374, 12323, 13275]",4137,3,12,8,95696.004620959,95985.01889626811,95746.6285203074,96018.76816250038
"(2, 4, 11)",95680.92268780495,95973.89369195746,"[4137, 4374, 14106, 11492]",4137,3,12,8,95692.92268780495,95981.89369195746,95743.54658715335,96015.64295818972
"(2, 4, 12)",95689.51710843318,95983.7546731519,"[4137, 4374, 15786, 9812]",4137,3,12,8,95701.51710843318,95991.7546731519,95752.14100778158,96025.50393938416
"(2, 4, 13)",95699.7752530638,95993.64262783002,"[4137, 4374, 17361, 8237]",4137,3,12,8,95711.7752530638,96001.64262783002,95762.3991524122,96035.39189406228
"(2, 4, 14)",95714.07198725738,96009.62292538019,"[4137, 4374, 18828, 6770]",4137,3,12,8,95726.07198725738,96017.62292538019,95776.69588660578,96051.37219161245
"(2, 4, 15)",95725.98840761019,96021.33663669045,"[4137, 4374, 20173, 5425]",4137,3,12,8,95737.98840761019,96029.33663669045,95788.61230695859,96063.08590292271
"(2, 4, 16)",95724.65436860644,96023.31181363216,"[4137, 4374, 21422, 4176]",4137,3,12,8,95736.65436860644,96031.31181363216,95787.27826795484,96065.06107986442
"(2, 4, 17)",95735.85251862709,96032.33837441224,"[4137, 4374, 22576, 3022]",3022,3,12,8,95747.85251862709,96040.33837441224,95798.47641797549,96074.0876406445
"(2, 4, 18)",95748.68870224981,96043.37479016281,"[4137, 4374, 23652, 1946]",1946,3,12,8,95760.68870224981,96051.37479016281,95811.31260159821,96085.12405639507
"(2, 4, 19)",95750.75182219649,96047.13486086925,"[4137, 4374, 24658, 940]",940,3,12,8,95762.75182219649,96055.13486086925,95813.37572154489,96088.88412710151
"(2, 5, 6)",95691.48598949776,95988.60361336364,"[4137, 6595, 2161, 21216]",2161,3,12,8,95703.48598949776,95996.60361336364,95754.10988884616,96030.3528795959
"(2, 5, 7)",95680.6872320332,95977.51035961148,"[4137, 6595, 4265, 19112]",4137,3,12,8,95692.6872320332,95985.51035961148,95743.3111313816,96019.25962584374
"(2, 5, 8)",95668.46528733177,95966.04621335486,"[4137, 6595, 6287, 17090]",4137,3,12,8,95680.46528733177,95974.04621335486,95731.08918668017,96007.79547958712
"(2, 5, 9)",95668.16928378755,95964.41167959121,"[4137, 6595, 8239, 15138]",4137,3,12,8,95680.16928378755,95972.41167959121,95730.79318313595,96006.16094582347
"(2, 5, 10)",95665.8821637795,95964.29049694318,"[4137, 6595, 10102, 13275]",4137,3,12,8,95677.8821637795,95972.29049694318,95728.5060631279,96006.03976317545
"(2, 5, 11)",95661.42962285086,95958.79786765747,"[4137, 6595, 11885, 11492]",4137,3,12,8,95673.42962285086,95966.79786765747,95724.05352219926,96000.54713388973
"(2, 5, 12)",95666.5879781312,95965.04738599356,"[4137, 6595, 13565, 9812]",4137,3,12,8,95678.5879781312,95973.04738599356,95729.2118774796,96006.79665222582
"(2, 5, 13)",95674.15436009591,95971.53907025974,"[4137, 6595, 15140, 8237]",4137,3,12,8,95686.15436009591,95979.53907025974,95736.77825944431,96013.288336492
"(2, 5, 14)",95684.8115197834,95983.50290625883,"[4137, 6595, 16607, 6770]",4137,3,12,8,95696.8115197834,95991.50290625883,95747.4354191318,96025.25217249109
"(2, 5, 15)",95694.18435658861,95992.11898333114,"[4137, 6595, 17952, 5425]",4137,3,12,8,95706.18435658861,96000.11898333114,95756.80825593701,96033.8682495634
"(2, 5, 16)",95691.65794512891,95992.6352586907,"[4137, 6595, 19201, 4176]",4137,3,12,8,95703.65794512891,96000.6352586907,95754.28184447731,96034.38452492296
"(2, 5, 17)",95700.5560247714,95999.27429346438,"[4137, 6595, 20355, 3022]",3022,3,12,8,95712.5560247714,96007.27429346438,95763.1799241198,96041.02355969664
"(2, 5, 18)",95710.92968286642,96007.63368659581,"[4137, 6595, 21431, 1946]",1946,3,12,8,95722.92968286642,96015.63368659581,95773.55358221482,96049.38295282808
"(2, 5, 19)",95711.66461335873,96009.87023577823,"[4137, 6595, 22437, 940]",940,3,12,8,95723.66461335873,96017.87023577823,95774.28851270713,96051.6195020105
"(2, 6, 7)",95693.56400976091,95976.82857689737,"[4137, 8756, 2104, 19112]",2104,3,12,8,95705.56400976091,95984.82857689737,95756.18790910931,96018.57784312963
"(2, 6, 8)",95680.48817171085,95963.96666516052,"[4137, 8756, 4126, 17090]",4126,3,12,8,95692.48817171085,95971.96666516052,95743.11207105925,96005.71593139278
"(2, 6, 9)",95677.63736097977,95959.98198748556,"[4137, 8756, 6078, 15138]",4137,3,12,8,95689.63736097977,95967.98198748556,95740.26126032817,96001.73125371782
"(2, 6, 10)",95673.35809057695,95957.62723693719,"[4137, 8756, 7941, 13275]",4137,3,12,8,95685.35809057695,95965.62723693719,95735.98198992535,95999.37650316945
"(2, 6, 11)",95667.43995340136,95950.88755723657,"[4137, 8756, 9724, 11492]",4137,3,12,8,95679.43995340136,95958.88755723657,95730.06385274976,95992.63682346883
"(2, 6, 12)",95670.11359561965,95954.44667673747,"[4137, 8756, 11404, 9812]",4137,3,12,8,95682.11359561965,95962.44667673747,95732.73749496805,95996.19594296973
"(2, 6, 13)",95674.9824387659,95958.53092724155,"[4137, 8756, 12979, 8237]",4137,3,12,8,95686.9824387659,95966.53092724155,95737.6063381143,96000.28019347381
"(2, 6, 14)",95682.77020730225,95967.34537253049,"[4137, 8756, 14446, 6770]",4137,3,12,8,95694.77020730225,95975.34537253049,95745.39410665065,96009.09463876275
"(2, 6, 15)",95689.4412677408,95973.56835800919,"[4137, 8756, 15791, 5425]",4137,3,12,8,95701.4412677408,95981.56835800919,95752.0651670892,96015.31762424145
"(2, 6, 16)",95685.90757758627,95973.09115425096,"[4137, 8756, 17040, 4176]",4137,3,12,8,95697.90757758627,95981.09115425096,95748.53147693467,96014.84042048322
"(2, 6, 17)",95692.69832652126,95977.77656966713,"[4137, 8756, 18194, 3022]",3022,3,12,8,95704.69832652126,95985.77656966713,95755.32222586966,96019.52583589939
"(2, 6, 18)",95700.81487480136,95983.97233125159,"[4137, 8756, 19270, 1946]",1946,3,12,8,95712.81487480136,95991.97233125159,95763.43877414976,96025.72159748385
"(2, 6, 19)",95700.63730214651,95985.06445687637,"[4137, 8756, 20276, 940]",940,3,12,8,95712.63730214651,95993.06445687637,95763.26120149491,96026.81372310863
"(2, 7, 8)",95694.38273469103,95971.12041598918,"[4137, 10860, 2022, 17090]",2022,3,12,8,95706.38273469103,95979.12041598918,95757.00663403943,96012.86968222144
"(2, 7, 9)",95690.57424731317,95966.49827038811,"[4137, 10860, 3974, 15138]",3974,3,12,8,95702.57424731317,95974.49827038811,95753.19814666157,96008.24753662037
"(2, 7, 10)",95685.7326747866,95963.17688190666,"[4137, 10860, 5837, 13275]",4137,3,12,8,95697.7326747866,95971.17688190666,95748.356574135,96004.92614813893
"(2, 7, 11)",95679.13489702462,95956.10032670002,"[4137, 10860, 7620, 11492]",4137,3,12,8,95691.13489702462,95964.10032670002,95741.75879637302,95997.84959293228
"(2, 7, 12)",95680.68921911213,95958.19094932452,"[4137, 10860, 9300, 9812]",4137,3,12,8,95692.68921911213,95966.19094932452,95743.31311846053,95999.94021555678
"(2, 7, 13)",95683.97008366336,95961.01167339408,"[4137, 10860, 10875, 8237]",4137,3,12,8,95695.97008366336,95969.01167339408,95746.59398301176,96002.76093962634
"(2, 7, 14)",95690.07705684663,95967.93446055781,"[4137, 10860, 12342, 6770]",4137,3,12,8,95702.07705684663,95975.93446055781,95752.70095619503,96009.68372679007
"(2, 7, 15)",95695.13366116703,95972.60950121406,"[4137, 10860, 13687, 5425]",4137,3,12,8,95707.13366116703,95980.60950121406,95757.75756051543,96014.35876744632
"(2, 7, 16)",95691.12336146427,95971.64829016596,"[4137, 10860, 14936, 4176]",4137,3,12,8,95703.12336146427,95979.64829016596,95753.74726081267,96013.39755639822
"(2, 7, 17)",95696.57873705443,95975.11749425565,"[4137, 10860, 16090, 3022]",3022,3,12,8,95708.57873705443,95983.11749425565,95759.20263640283,96016.86676048792
"(2, 7, 18)",95703.4010023689,95979.74921736174,"[4137, 10860, 17166, 1946]",1946,3,12,8,95715.4010023689,95987.74921736174,95766.0249017173,96021.498483594
"(2, 7, 19)",95702.5695428199,95980.33092477321,"[4137, 10860, 18172, 940]",940,3,12,8,95714.5695428199,95988.33092477321,95765.1934421683,96022.08019100547
"(2, 8, 9)",95699.50739982883,95971.15019208909,"[4137, 12882, 1952, 15138]",1952,3,12,8,95711.50739982883,95979.15019208909,95762.13129917723,96012.89945832135
"(2, 8, 10)",95694.11893342092,95966.88523481753,"[4137, 12882, 3815, 13275]",3815,3,12,8,95706.11893342092,95974.88523481753,95756.74283276932,96008.63450104979
"(2, 8, 11)",95687.1827695918,95959.58877955447,"[4137, 12882, 5598, 11492]",4137,3,12,8,95699.1827695918,95967.58877955447,95749.8066689402,96001.33804578673
"(2, 8, 12)",95687.27098517912,95960.36222924295,"[4137, 12882, 7278, 9812]",4137,3,12,8,95699.27098517912,95968.36222924295,95749.89488452752,96002.11149547521
"(2, 8, 13)",95689.18520251609,95961.66084688141,"[4137, 12882, 8853, 8237]",4137,3,12,8,95701.18520251609,95969.66084688141,95751.80910186449,96003.41011311367
"(2, 8, 14)",95693.39875786085,95966.6611939673,"[4137, 12882, 10320, 6770]",4137,3,12,8,95705.39875786085,95974.6611939673,95756.02265720925,96008.41046019956
"(2, 8, 15)",95696.89774966333,95969.80238583323,"[4137, 12882, 11665, 5425]",4137,3,12,8,95708.89774966333,95977.80238583323,95759.52164901173,96011.5516520655
"(2, 8, 16)",95692.60557209048,95968.53707426111,"[4137, 12882, 12914, 4176]",4137,3,12,8,95704.60557209048,95976.53707426111,95755.22947143888,96010.28634049337
"(2, 8, 17)",95696.84672799014,95970.76968942917,"[4137, 12882, 14068, 3022]",3022,3,12,8,95708.84672799014,95978.76968942917,95759.47062733854,96012.51895566144
"(2, 8, 18)",95702.14546661326,95974.09634964154,"[4137, 12882, 15144, 1946]",1946,3,12,8,95714.14546661326,95982.09634964154,95764.76936596166,96015.8456158738
"(2, 8, 19)",95700.85592142295,95974.18055999553,"[4137, 12882, 16150, 940]",940,3,12,8,95712.85592142295,95982.18055999553,95763.47982077135,96015.92982622779
"(2, 9, 10)",95707.68162051166,95977.95546904544,"[4137, 14834, 1863, 13275]",1863,3,12,8,95719.68162051166,95985.95546904544,95770.30551986006,96019.7047352777
"(2, 9, 11)",95701.72644803752,95970.7517383793,"[4137, 14834, 3646, 11492]",3646,3,12,8,95713.72644803752,95978.7517383793,95764.35034738592,96012.50100461156
"(2, 9, 12)",95701.29490435313,95970.99752491321,"[4137, 14834, 5326, 9812]",4137,3,12,8,95713.29490435313,95978.99752491321,95763.91880370153,96012.74679114547
"(2, 9, 13)",95702.74602323875,95971.71312877176,"[4137, 14834, 6901, 8237]",4137,3,12,8,95714.74602323875,95979.71312877176,95765.36992258715,96013.46239500403
"(2, 9, 14)",95705.91680366235,95975.61582934296,"[4137, 14834, 8368, 6770]",4137,3,12,8,95717.91680366235,95983.61582934296,95768.54070301075,96017.36509557522
"(2, 9, 15)",95708.65424176272,95977.94543894031,"[4137, 14834, 9713, 5425]",4137,3,12,8,95720.65424176272,95985.94543894031,95771.27814111112,96019.69470517257
"(2, 9, 16)",95704.37842089336,95976.61245947846,"[4137, 14834, 10962, 4176]",4137,3,12,8,95716.37842089336,95984.61245947846,95767.00232024177,96018.36172571073
"(2, 9, 17)",95707.90156614975,95978.20132902832,"[4137, 14834, 12116, 3022]",3022,3,12,8,95719.90156614975,95986.20132902832,95770.52546549815,96019.95059526058
"(2, 9, 18)",95712.35734303993,95980.65026568745,"[4137, 14834, 13192, 1946]",1946,3,12,8,95724.35734303993,95988.65026568745,95774.98124238833,96022.39953191971
"(2, 9, 19)",95710.85551148173,95980.4858143272,"[4137, 14834, 14198, 940]",940,3,12,8,95722.85551148173,95988.4858143272,95773.47941083013,96022.23508055946
"(2, 10, 11)",95713.4507139218,95983.35214697209,"[4137, 16697, 1783, 11492]",1783,3,12,8,95725.4507139218,95991.35214697209,95776.0746132702,96025.10141320435
"(2, 10, 12)",95713.15015222426,95983.45666117778,"[4137, 16697, 3463, 9812]",3463,3,12,8,95725.15015222426,95991.45666117778,95775.77405157266,96025.20592741005
"(2, 10, 13)",95713.71593938192,95983.68734718267,"[4137, 16697, 5038, 8237]",4137,3,12,8,95725.71593938192,95991.68734718267,95776.33983873032,96025.43661341493
"(2, 10, 14)",95716.01305405717,95986.5939771828,"[4137, 16697, 6505, 6770]",4137,3,12,8,95728.01305405717,95994.5939771828,95778.63695340557,96028.34324341506
"(2, 10, 15)",95717.68444140925,95988.1035258424,"[4137, 16697, 7850, 5425]",4137,3,12,8,95729.68444140925,95996.1035258424,95780.30834075765,96029.85279207466
"(2, 10, 16)",95713.47989026384,95986.81451729241,"[4137, 16697, 9099, 4176]",4137,3,12,8,95725.47989026384,95994.81451729241,95776.10378961224,96028.56378352467
"(2, 10, 17)",95716.23340017354,95987.83310024044,"[4137, 16697, 10253, 3022]",3022,3,12,8,95728.23340017354,95995.83310024044,95778.85729952194,96029.5823664727
"(2, 10, 18)",95719.72309350072,95989.53177434586,"[4137, 16697, 11329, 1946]",1946,3,12,8,95731.72309350072,95997.53177434586,95782.34699284912,96031.28104057812
"(2, 10, 19)",95718.09800964125,95989.2195739672,"[4137, 16697, 12335, 940]",940,3,12,8,95730.09800964125,95997.2195739672,95780.72190898965,96030.96884019946
"(2, 11, 12)",95719.07039729357,95990.22934488342,"[4137, 18480, 1680, 9812]",1680,3,12,8,95731.07039729357,95998.22934488342,95781.69429664197,96031.97861111569
"(2, 11, 13)",95719.05334825406,95989.61408870427,"[4137, 18480, 3255, 8237]",3255,3,12,8,95731.05334825406,95997.61408870427,95781.67724760246,96031.36335493653
"(2, 11, 14)",95719.56839605914,95990.74417301435,"[4137, 18480, 4722, 6770]",4137,3,12,8,95731.56839605914,95998.74417301435,95782.19229540754,96032.49343924661
"(2, 11, 15)",95720.35495368073,95991.2603660686,"[4137, 18480, 6067, 5425]",4137,3,12,8,95732.35495368073,95999.2603660686,95782.97885302913,96033.00963230086
"(2, 11, 16)",95716.64705740228,95990.48263592705,"[4137, 18480, 7316, 4176]",4137,3,12,8,95728.64705740228,95998.48263592705,95779.27095675068,96032.23190215931
"(2, 11, 17)",95718.65899030889,95990.70271542051,"[4137, 18480, 8470, 3022]",3022,3,12,8,95730.65899030889,95998.70271542051,95781.28288965729,96032.45198165278
"(2, 11, 18)",95721.05337180871,95991.43889617108,"[4137, 18480, 9546, 1946]",1946,3,12,8,95733.05337180871,95999.43889617108,95783.67727115711,96033.18816240334
"(2, 11, 19)",95719.45739755669,95991.02239010845,"[4137, 18480, 10552, 940]",940,3,12,8,95731.45739755669,95999.02239010845,95782.08129690509,96032.77165634072
"(2, 12, 13)",95734.99107180195,96006.98702005345,"[4137, 20160, 1575, 8237]",1575,3,12,8,95746.99107180195,96014.98702005345,95797.61497115035,96048.73628628571
"(2, 12, 14)",95735.25020383175,96007.57731769474,"[4137, 20160, 3042, 6770]",3042,3,12,8,95747.25020383175,96015.57731769474,95797.87410318015,96049.326583927
"(2, 12, 15)",95735.48488957365,96007.7249888432,"[4137, 20160, 4387, 5425]",4137,3,12,8,95747.48488957365,96015.7249888432,95798.10878892205,96049.47425507546
"(2, 12, 16)",95732.20183693302,96007.29808650287,"[4137, 20160, 5636, 4176]",4137,3,12,8,95744.20183693302,96015.29808650287,95794.82573628142,96049.04735273513
"(2, 12, 17)",95733.73349511043,96007.38512054985,"[4137, 20160, 6790, 3022]",3022,3,12,8,95745.73349511043,96015.38512054985,95796.35739445883,96049.13438678211
"(2, 12, 18)",95735.64418896096,96007.67353103527,"[4137, 20160, 7866, 1946]",1946,3,12,8,95747.64418896096,96015.67353103527,95798.26808830936,96049.42279726753
"(2, 12, 19)",95734.14496218174,96007.31629720048,"[4137, 20160, 8872, 940]",940,3,12,8,95746.14496218174,96015.31629720048,95796.76886153014,96049.06556343274
