empirical_mean_y0,empirical_median_y0,empirical_mean_y5,empirical_median_y5,empirical_mean_y10,empirical_median_y10,empirical_mean_y20,empirical_median_y20,simulated_mean_y0,simulated_median_y0,simulated_mean_y5,simulated_median_y5,simulated_mean_y10,simulated_median_y10,simulated_mean_y20,simulated_median_y20,simulated_y20_q95,simulated_y20_q99,simulated_y20_max,ks_year_max_stat,ks_year_max_pvalue,ks_cum_y5_stat,ks_cum_y5_pvalue
4.318335502855497,3.2254690051933212,7.754937692783815,6.352936743250421,6.43438243658042,4.630756362917854,5.8270966037981395,3.7503194820633063,4.332365717067673,3.0286514219904745,8.04723660795352,4.146817737632174,7.0067897658558635,3.578895100103902,6.601790372419063,3.2452969137831498,23.79078438879964,51.337464334426045,200.89269831805856,0.06953979441997063,0.003979608346291381,0.044716299559471366,0.15124982255518843
