source,aggregation,theoretical,observed
simulated,year_20,0.47287831039922873,0.543923255441896
simulated,year_20,0.4731586444587453,0.5439655228092012
simulated,year_20,0.47343901570740166,0.5440176522618327
simulated,year_20,0.4737194241771108,0.5441001031879332
simulated,year_20,0.4739998698998113,0.5443519335036947
simulated,year_20,0.47428035290746545,0.5443686124136388
simulated,year_20,0.47456087323206025,0.5443816636991011
simulated,year_20,0.4748414309056072,0.5449690390914115
simulated,year_20,0.47512202596014236,0.5450739784741027
simulated,year_20,0.47540265842772633,0.5456851860268728
simulated,year_20,0.4756833283404444,0.5459326044197594
simulated,year_20,0.47596403573040635,0.5459676984443476
simulated,year_20,0.4762447806297471,0.5463014652259902
simulated,year_20,0.4765255630706253,0.5469237647851306
simulated,year_20,0.4768063830852254,0.5471014967438814
simulated,year_20,0.4770872407057559,0.5471998122581483
simulated,year_20,0.47736813596445055,0.5475693397730808
simulated,year_20,0.4776490688935678,0.5477734658601507
simulated,year_20,0.477930039525391,0.5478181757762542
simulated,year_20,0.47821104789222824,0.5481498783329054
simulated,year_20,0.4784920940264127,0.5486754190418552
simulated,year_20,0.47877317796030244,0.5488095447859248
simulated,year_20,0.47905429972628116,0.5490184435163983
simulated,year_20,0.4793354593567561,0.5491682173152712
simulated,year_20,0.47961665688416094,0.5498579579687577
simulated,year_20,0.47989789234095404,0.5498824803007242
simulated,year_20,0.48017916575961883,0.5501896377957073
simulated,year_20,0.48046047717266394,0.5503110299535746
simulated,year_20,0.48074182661262327,0.5504883802904985
simulated,year_20,0.48102321411205584,0.5511525501196557
simulated,year_20,0.48130463970354614,0.5513661069311361
simulated,year_20,0.4815861034197037,0.5514477150073791
simulated,year_20,0.4818676052931638,0.5514675679442473
simulated,year_20,0.4821491453565863,0.5515353110602449
simulated,year_20,0.48243072364265727,0.5518429462722356
simulated,year_20,0.48271234018408776,0.551888900710072
simulated,year_20,0.4829939950136146,0.5520309919480187
simulated,year_20,0.483275688164,0.5520865435686686
simulated,year_20,0.4835574196680315,0.5522748681052692
simulated,year_20,0.4838391895585226,0.5523225947240398
simulated,year_20,0.4841209978683121,0.5524058523952134
simulated,year_20,0.48440284463026445,0.5530836386616783
simulated,year_20,0.4846847298772703,0.5532195048658237
simulated,year_20,0.48496665364224495,0.553552052704671
simulated,year_20,0.4852486159581303,0.5538951723370219
simulated,year_20,0.4855306168578939,0.5540981028184186
simulated,year_20,0.48581265637452886,0.5541014626625993
simulated,year_20,0.4860947345410543,0.5542597896358076
simulated,year_20,0.4863768513905152,0.5545707984166489
simulated,year_20,0.4866590069559825,0.554860737433351
simulated,year_20,0.486941201270553,0.554862777234336
simulated,year_20,0.4872234343673495,0.5551029806690457
simulated,year_20,0.48750570627952117,0.5551175488068614
simulated,year_20,0.4877880170402422,0.5552125534926674
simulated,year_20,0.488070366682714,0.5552694846047251
simulated,year_20,0.4883527552401634,0.55544059601611
simulated,year_20,0.4886351827458439,0.5558369828177401
simulated,year_20,0.48891764923303477,0.556103940201619
simulated,year_20,0.4892001547350417,0.5562738346456959
simulated,year_20,0.4894826992851966,0.5566657971667045
simulated,year_20,0.48976528291685767,0.5566792242106876
simulated,year_20,0.4900479056634095,0.5569712624356072
simulated,year_20,0.49033056755826315,0.557218243857519
simulated,year_20,0.49061326863485544,0.5572868229986462
simulated,year_20,0.4908960089266503,0.5573605414954326
simulated,year_20,0.4911787884671379,0.5579174940701211
simulated,year_20,0.4914616072898351,0.5583660541228747
simulated,year_20,0.49174446542828504,0.5590776835154075
simulated,year_20,0.4920273629160575,0.5591536829033349
simulated,year_20,0.49231029978674884,0.5593275145840652
simulated,year_20,0.49259327607398223,0.5594767117225816
simulated,year_20,0.49287629181140735,0.5595158303711316
simulated,year_20,0.4931593470327011,0.5596013112778926
simulated,year_20,0.49344244177156593,0.5596684421954913
simulated,year_20,0.4937255760617322,0.5597245851611381
simulated,year_20,0.4940087499369567,0.5597719286285668
simulated,year_20,0.49429196343102316,0.5601646507178547
simulated,year_20,0.4945752165777421,0.560224528523274
simulated,year_20,0.494858509410951,0.5604251164217986
simulated,year_20,0.4951418419645145,0.5616704181286767
simulated,year_20,0.49542521427232383,0.5626041096163255
simulated,year_20,0.4957086263682977,0.5630851562747136
simulated,year_20,0.4959920782863819,0.563121417026357
simulated,year_20,0.49627557006054845,0.5631357152823988
simulated,year_20,0.49655910172479767,0.5633239032779144
simulated,year_20,0.49684267331315646,0.5635428216580127
simulated,year_20,0.497126284859679,0.5636120944371601
simulated,year_20,0.497409936398447,0.5636424502888681
simulated,year_20,0.497693627963569,0.56380845128305
simulated,year_20,0.49797735958918127,0.5638648285479853
simulated,year_20,0.49826113130944727,0.5640381357056656
simulated,year_20,0.49854494315855785,0.5640974411277951
simulated,year_20,0.49882879517073164,0.5641355167221973
simulated,year_20,0.49911268738021375,0.5644153063616614
simulated,year_20,0.4993966198212779,0.5648679189635475
simulated,year_20,0.4996805925282249,0.5649371345546007
simulated,year_20,0.4999646055353832,0.5656174553810386
simulated,year_20,0.5002486588771088,0.5657808510000387
simulated,year_20,0.5005327525877854,0.566042471728647
simulated,year_20,0.5008168867018244,0.5666947842298302
simulated,year_20,0.5011010612536652,0.5668195374081297
simulated,year_20,0.5013852762777742,0.5668325316036891
simulated,year_20,0.5016695318086469,0.5673787766068528
simulated,year_20,0.501953827880805,0.5674973297476696
simulated,year_20,0.5022381645287994,0.567509682538568
simulated,year_20,0.5025225417872082,0.5678053526951408
simulated,year_20,0.502806959690638,0.5681022622668014
simulated,year_20,0.5030914182737231,0.5682127943269026
simulated,year_20,0.5033759175711257,0.5683045765845718
simulated,year_20,0.503660457617536,0.5684012321225774
simulated,year_20,0.503945038447673,0.5690084685260566
simulated,year_20,0.5042296600962829,0.5691242184436739
simulated,year_20,0.5045143225981413,0.5692974486382045
simulated,year_20,0.5047990259880502,0.569318195900897
simulated,year_20,0.5050837703008415,0.5693223731283825
simulated,year_20,0.5053685555713746,0.5694232505086998
simulated,year_20,0.5056533818345378,0.5694827233316034
simulated,year_20,0.505938249125247,0.5702028956940818
simulated,year_20,0.506223157478447,0.5702415627277388
simulated,year_20,0.5065081069291113,0.5703759883706288
simulated,year_20,0.5067930975122412,0.5705420332264959
simulated,year_20,0.5070781292628671,0.5705773444306297
simulated,year_20,0.5073632022160476,0.5706677695087065
simulated,year_20,0.5076483164068704,0.5707705894847862
simulated,year_20,0.5079334718704508,0.5707894636807901
simulated,year_20,0.5082186686419338,0.5708628375358944
simulated,year_20,0.5085039067564928,0.5710760576861671
simulated,year_20,0.50878918624933,0.5715295138403529
simulated,year_20,0.5090745071556761,0.5715787001086946
simulated,year_20,0.509359869510791,0.5728339413013449
simulated,year_20,0.5096452733499635,0.5728403099829406
simulated,year_20,0.5099307187085108,0.572852952211859
simulated,year_20,0.5102162056217795,0.5728686995321345
simulated,year_20,0.5105017341251454,0.5729141224801166
simulated,year_20,0.5107873042540125,0.5732864836803233
simulated,year_20,0.5110729160438146,0.5735956825297533
simulated,year_20,0.5113585695300141,0.5736455508292777
simulated,year_20,0.5116442647481031,0.574116617401874
simulated,year_20,0.5119300017336026,0.5755322250412824
simulated,year_20,0.5122157805220627,0.5755618292490168
simulated,year_20,0.5125016011490628,0.5756913447150269
simulated,year_20,0.512787463650212,0.5759536769262102
simulated,year_20,0.5130733680611482,0.5763004158976064
simulated,year_20,0.5133593144175391,0.5763172691514545
simulated,year_20,0.5136453027550812,0.5763756601050831
simulated,year_20,0.5139313331095012,0.5766201853522318
simulated,year_20,0.5142174055165549,0.5770641019023864
simulated,year_20,0.5145035200120277,0.5773255187833696
simulated,year_20,0.5147896766317347,0.5774382420564022
simulated,year_20,0.5150758754115204,0.5775186217446396
simulated,year_20,0.5153621163872593,0.5776032432699943
simulated,year_20,0.5156483995948551,0.5780944714290932
simulated,year_20,0.5159347250702416,0.5782401883798873
simulated,year_20,0.5162210928493828,0.5784769262956887
simulated,year_20,0.5165075029682712,0.5785181257146935
simulated,year_20,0.5167939554629304,0.5788219979624766
simulated,year_20,0.5170804503694134,0.5791729942550667
simulated,year_20,0.5173669877238034,0.5793006807235045
simulated,year_20,0.5176535675622133,0.5795427856622714
simulated,year_20,0.517940189920786,0.580094522822302
simulated,year_20,0.5182268548356949,0.580163207458539
simulated,year_20,0.5185135623431429,0.5804904096271302
simulated,year_20,0.5188003124793635,0.5805111569407433
simulated,year_20,0.5190871052806206,0.5805432608974258
simulated,year_20,0.5193739407832072,0.5805849480894549
simulated,year_20,0.5196608190234477,0.580760862138817
simulated,year_20,0.5199477400376965,0.5809872152869381
simulated,year_20,0.5202347038623382,0.5810183605796714
simulated,year_20,0.5205217105337878,0.5812053311060205
simulated,year_20,0.5208087600884911,0.5814831759547001
simulated,year_20,0.5210958525629238,0.5815763028660912
simulated,year_20,0.5213829879935926,0.5819302515396731
simulated,year_20,0.5216701664170343,0.582201046735706
simulated,year_20,0.5219573878698172,0.5826636800078421
simulated,year_20,0.5222446523885387,0.5831582496094946
simulated,year_20,0.5225319600098283,0.5831709042184094
simulated,year_20,0.5228193107703455,0.5832736987505357
simulated,year_20,0.5231067047067809,0.5836196326750708
simulated,year_20,0.5233941418558556,0.583837875946866
simulated,year_20,0.523681622254322,0.5841169421275064
simulated,year_20,0.523969145938963,0.5842110139378721
simulated,year_20,0.5242567129465924,0.5843577318300406
simulated,year_20,0.5245443233140553,0.5846382645921353
simulated,year_20,0.5248319770782279,0.584758039848244
simulated,year_20,0.5251196742760166,0.5847708969882291
simulated,year_20,0.5254074149443596,0.5848026749071054
simulated,year_20,0.5256951991202264,0.5849929478147751
simulated,year_20,0.5259830268406174,0.5852656926278665
simulated,year_20,0.5262708981425641,0.5852976115470498
simulated,year_20,0.5265588130631296,0.5854881807260586
simulated,year_20,0.526846771639408,0.585542074996874
simulated,year_20,0.527134773908525,0.5855908206640801
simulated,year_20,0.5274228199076376,0.5855921003547889
simulated,year_20,0.5277109096739344,0.5860029948705514
simulated,year_20,0.527999043244635,0.5861029229827306
simulated,year_20,0.5282872206569909,0.5865488990628787
simulated,year_20,0.5285754419482852,0.5865841516820949
simulated,year_20,0.5288637071558325,0.5867828749727034
simulated,year_20,0.5291520163169793,0.5869420001242178
simulated,year_20,0.5294403694691033,0.5876350954646727
simulated,year_20,0.5297287666496145,0.5885846106668511
simulated,year_20,0.5300172078959544,0.5886001528383678
simulated,year_20,0.5303056932455962,0.5888668715893158
simulated,year_20,0.5305942227360457,0.5888724909965017
simulated,year_20,0.5308827964048392,0.589015879093445
simulated,year_20,0.5311714142895462,0.5891139206459238
simulated,year_20,0.5314600764277678,0.5892430753361417
simulated,year_20,0.5317487828571373,0.5894054055561253
simulated,year_20,0.5320375336153199,0.5895815501165907
simulated,year_20,0.532326328740013,0.5895841946881577
simulated,year_20,0.5326151682689462,0.5898588857493853
simulated,year_20,0.5329040522398812,0.5898633243352669
simulated,year_20,0.5331929806906123,0.5899115395045486
simulated,year_20,0.533481953658966,0.5901186361914009
simulated,year_20,0.5337709711828007,0.5903279702880965
simulated,year_20,0.5340600333000075,0.590463120165882
simulated,year_20,0.5343491400485103,0.5905111106979414
simulated,year_20,0.5346382914662651,0.5905497374538345
simulated,year_20,0.5349274875912605,0.5905733257641315
simulated,year_20,0.5352167284615177,0.5907317953336586
simulated,year_20,0.5355060141150907,0.5909865107554728
simulated,year_20,0.5357953445900658,0.5910511622483546
simulated,year_20,0.5360847199245624,0.5910931545836123
simulated,year_20,0.5363741401567328,0.5911300931522693
simulated,year_20,0.536663605324761,0.5911437603447182
simulated,year_20,0.536953115466865,0.5916615145373326
simulated,year_20,0.5372426706212955,0.591910438637532
simulated,year_20,0.5375322708263358,0.5919704893152181
simulated,year_20,0.5378219161203025,0.5919866990663067
simulated,year_20,0.538111606541545,0.5926246600021631
simulated,year_20,0.5384013421284458,0.5926892335544143
simulated,year_20,0.5386911229194209,0.5928605334009047
simulated,year_20,0.5389809489529189,0.5933237354928875
simulated,year_20,0.5392708202674222,0.5935059799776816
simulated,year_20,0.5395607369014457,0.5936855500784246
simulated,year_20,0.5398506988935382,0.5946024268142447
simulated,year_20,0.5401407062822816,0.594926859475726
simulated,year_20,0.5404307591062916,0.5949273608471124
simulated,year_20,0.5407208574042168,0.5950688767326677
simulated,year_20,0.5410110012147396,0.5951983220182216
simulated,year_20,0.5413011905765759,0.5954511923019049
simulated,year_20,0.5415914255284751,0.5954763763615558
simulated,year_20,0.5418817061092202,0.5955503327198443
simulated,year_20,0.5421720323576285,0.5957589843019532
simulated,year_20,0.5424624043125496,0.5958853750441302
simulated,year_20,0.5427528220128681,0.596192871455657
simulated,year_20,0.5430432854975021,0.5962919119271276
simulated,year_20,0.5433337948054036,0.5963377376718842
simulated,year_20,0.5436243499755583,0.5964149594037736
simulated,year_20,0.543914951046986,0.5965234680885216
simulated,year_20,0.5442055980587405,0.5966511089711065
simulated,year_20,0.5444962910499096,0.5970956855686171
simulated,year_20,0.5447870300596153,0.5971548268628063
simulated,year_20,0.5450778151270136,0.5978344079542879
simulated,year_20,0.5453686462912951,0.5981507997343363
simulated,year_20,0.5456595235916837,0.5982317775687278
simulated,year_20,0.5459504470674384,0.598248408239873
simulated,year_20,0.5462414167578525,0.5983710201427549
simulated,year_20,0.5465324327022533,0.5983822329881109
simulated,year_20,0.5468234949400029,0.5984209603193538
simulated,year_20,0.5471146035104976,0.5984511531132884
simulated,year_20,0.5474057584531683,0.5986088418297598
simulated,year_20,0.5476969598074806,0.5989144270208483
simulated,year_20,0.5479882076129345,0.5989689822676795
simulated,year_20,0.5482795019090652,0.5992438534078088
simulated,year_20,0.5485708427354415,0.5993400734684443
simulated,year_20,0.548862230131668,0.5994218514738636
simulated,year_20,0.549153664137384,0.5995816302052274
simulated,year_20,0.5494451447922631,0.5995996975371618
simulated,year_20,0.5497366721360143,0.600118827251453
simulated,year_20,0.5500282462083813,0.6002399624252502
simulated,year_20,0.5503198670491432,0.6003727918400067
simulated,year_20,0.5506115346981136,0.6005808860190596
simulated,year_20,0.5509032491951416,0.6006365276854136
simulated,year_20,0.5511950105801114,0.6010204080409532
simulated,year_20,0.5514868188929422,0.6010351390045355
simulated,year_20,0.5517786741735884,0.6010786746126192
simulated,year_20,0.55207057646204,0.6010933877881223
simulated,year_20,0.5523625257983225,0.6011826095691966
simulated,year_20,0.5526545222224961,0.6012369271821804
simulated,year_20,0.5529465657746573,0.6012515981819307
simulated,year_20,0.5532386564949373,0.6014992376524263
simulated,year_20,0.5535307944235034,0.6015829495769314
simulated,year_20,0.5538229796005583,0.6017073571441758
simulated,year_20,0.5541152120663407,0.6018646727363398
simulated,year_20,0.554407491861124,0.6019226291943497
simulated,year_20,0.5546998190252183,0.6020304554632904
simulated,year_20,0.554992193598969,0.6021187075328126
simulated,year_20,0.5552846156227579,0.6035070369100273
simulated,year_20,0.5555770851370022,0.6038055713604856
simulated,year_20,0.555869602182155,0.6039245455666301
simulated,year_20,0.5561621667987058,0.6043068067428078
simulated,year_20,0.5564547790271798,0.6047375044554164
simulated,year_20,0.5567474389081385,0.6047443145445883
simulated,year_20,0.5570401464821797,0.604856578363804
simulated,year_20,0.5573329017899366,0.605014672859727
simulated,year_20,0.5576257048720794,0.6050506734555825
simulated,year_20,0.5579185557693146,0.6051598857604539
simulated,year_20,0.5582114545223846,0.6052104888802727
simulated,year_20,0.5585044011720688,0.6052798594622351
simulated,year_20,0.5587973957591824,0.6054083985943872
simulated,year_20,0.5590904383245776,0.6054925352927473
simulated,year_20,0.5593835289091428,0.6056096657487979
simulated,year_20,0.5596766675538033,0.6057667220737335
simulated,year_20,0.5599698542995212,0.6060352171839323
simulated,year_20,0.5602630891872944,0.6060831920007147
simulated,year_20,0.5605563722581586,0.6064597337785598
simulated,year_20,0.5608497035531858,0.6064598330944315
simulated,year_20,0.5611430831134849,0.6065202519131907
simulated,year_20,0.561436510980202,0.6066240557072262
simulated,year_20,0.5617299871945197,0.606901020091458
simulated,year_20,0.5620235117976581,0.6070126517689065
simulated,year_20,0.5623170848308738,0.6070265382213011
simulated,year_20,0.5626107063354613,0.6072746116882687
simulated,year_20,0.5629043763527519,0.6074851124199135
simulated,year_20,0.5631980949241134,0.6078181424765002
simulated,year_20,0.5634918620909519,0.6078566542151345
simulated,year_20,0.5637856778947106,0.6090295464120404
simulated,year_20,0.5640795423768696,0.6092593267167853
simulated,year_20,0.5643734555789471,0.6095361687645554
simulated,year_20,0.5646674175424985,0.610472316644658
simulated,year_20,0.5649614283091166,0.6104936707171603
simulated,year_20,0.5652554879204318,0.6107431924283137
simulated,year_20,0.5655495964181124,0.6107925571636871
simulated,year_20,0.5658437538438646,0.6109962980821176
simulated,year_20,0.5661379602394314,0.6110319037082964
simulated,year_20,0.5664322156465945,0.61103229450296
simulated,year_20,0.5667265201071732,0.6110400997437004
simulated,year_20,0.5670208736630246,0.6110761353431672
simulated,year_20,0.5673152763560441,0.6113202492109218
simulated,year_20,0.5676097282281647,0.6113234300675303
simulated,year_20,0.5679042293213576,0.6113976646866637
simulated,year_20,0.5681987796776324,0.6114189869247361
simulated,year_20,0.5684933793390367,0.6114660060109723
simulated,year_20,0.5687880283476563,0.6117833763363618
simulated,year_20,0.569082726745615,0.6122679323323645
simulated,year_20,0.5693774745750755,0.6126839169697491
simulated,year_20,0.5696722718782384,0.6130113624770365
simulated,year_20,0.5699671186973434,0.6134146100085248
simulated,year_20,0.5702620150746681,0.6135692904125042
simulated,year_20,0.5705569610525288,0.6140041954664152
simulated,year_20,0.5708519566732807,0.6141146740863731
simulated,year_20,0.5711470019793173,0.6143948306794006
simulated,year_20,0.571442097013071,0.6148638802468278
simulated,year_20,0.5717372418170134,0.6148787896330471
simulated,year_20,0.5720324364336536,0.6152111683759531
simulated,year_20,0.5723276809055411,0.6153101253399191
simulated,year_20,0.5726229752752637,0.6155349714166825
simulated,year_20,0.5729183195854481,0.6160057502371308
simulated,year_20,0.5732137138787604,0.6160979943603494
simulated,year_20,0.5735091581979055,0.6163632260215937
simulated,year_20,0.5738046525856275,0.6164468971643317
simulated,year_20,0.5741001970847099,0.6164599832603062
simulated,year_20,0.5743957917379755,0.6166898494755328
simulated,year_20,0.5746914365882865,0.6174342696622191
simulated,year_20,0.5749871316785437,0.6175109996352732
simulated,year_20,0.5752828770516882,0.6175238852128503
simulated,year_20,0.5755786727507006,0.6176248280039786
simulated,year_20,0.5758745188186006,0.617782958012968
simulated,year_20,0.5761704152984479,0.6178423148343924
simulated,year_20,0.5764663622333416,0.617917225590589
simulated,year_20,0.5767623596664206,0.6179511347855057
simulated,year_20,0.5770584076408638,0.6182153711737121
simulated,year_20,0.5773545061998897,0.6182932435135672
simulated,year_20,0.5776506553867571,0.6183535566200263
simulated,year_20,0.5779468552447636,0.6183592215836374
simulated,year_20,0.5782431058172482,0.6183965078147008
simulated,year_20,0.5785394071475893,0.6184222266089219
simulated,year_20,0.5788357592792057,0.6184615850899553
simulated,year_20,0.579132162255556,0.6187681262339412
simulated,year_20,0.5794286161201392,0.6187703385008526
simulated,year_20,0.579725120916495,0.6188722396622166
simulated,year_20,0.5800216766882028,0.6195505582651696
simulated,year_20,0.5803182834788829,0.6200112710388368
simulated,year_20,0.5806149413321958,0.6200297670833218
simulated,year_20,0.580911650291843,0.6200315304946489
simulated,year_20,0.5812084104015657,0.6200534948070759
simulated,year_20,0.5815052217051463,0.6201929002051735
simulated,year_20,0.5818020842464081,0.6202346887952533
simulated,year_20,0.582098998069215,0.62029278615594
simulated,year_20,0.5823959632174714,0.6203134936323058
simulated,year_20,0.582692979735123,0.6204180643960227
simulated,year_20,0.5829900476661563,0.6206423870075871
simulated,year_20,0.5832871670545986,0.6207942720244383
simulated,year_20,0.5835843379445186,0.6208257971492541
simulated,year_20,0.5838815603800263,0.6211232563946321
simulated,year_20,0.5841788344052715,0.6211541555328459
simulated,year_20,0.584476160064447,0.6218250606003217
simulated,year_20,0.584773537401786,0.6219802394334915
simulated,year_20,0.585070966461563,0.6220379736333915
simulated,year_20,0.5853684472880942,0.6221384647791728
simulated,year_20,0.5856659799257373,0.6224358541014633
simulated,year_20,0.5859635644188913,0.6224902031249282
simulated,year_20,0.5862612008119968,0.6224951328711811
simulated,year_20,0.5865588891495362,0.6225040071720656
simulated,year_20,0.586856629476034,0.6228447426053966
simulated,year_20,0.587154421836055,0.6229201900953176
simulated,year_20,0.5874522662742075,0.6239331144932854
simulated,year_20,0.5877501628351409,0.6240411965898569
simulated,year_20,0.5880481115635466,0.6241151812459702
simulated,year_20,0.5883461125041582,0.6241823977926811
simulated,year_20,0.5886441657017513,0.6242065539322643
simulated,year_20,0.5889422712011433,0.6242867403004839
simulated,year_20,0.5892404290471943,0.6245339129733184
simulated,year_20,0.5895386392848063,0.624594642682205
simulated,year_20,0.5898369019589242,0.624596897071743
simulated,year_20,0.5901352171145342,0.6246613874876686
simulated,year_20,0.5904335847966655,0.6252918075953062
simulated,year_20,0.5907320050503904,0.6256421692990801
simulated,year_20,0.5910304779208226,0.6256706907910601
simulated,year_20,0.5913290034531196,0.6257645870938118
simulated,year_20,0.5916275816924804,0.62592659236849
simulated,year_20,0.5919262126841478,0.626057854860546
simulated,year_20,0.5922248964734067,0.6261746975050246
simulated,year_20,0.5925236331055853,0.6262128187936867
simulated,year_20,0.5928224226260548,0.6262262441092675
simulated,year_20,0.5931212650802282,0.6262852147750819
simulated,year_20,0.5934201605135632,0.6264768546772035
simulated,year_20,0.5937191089715597,0.626674224356992
simulated,year_20,0.5940181104997609,0.6268410967978177
simulated,year_20,0.5943171651437535,0.6268649337140965
simulated,year_20,0.5946162729491672,0.6270649870525857
simulated,year_20,0.5949154339616751,0.6270883885307176
simulated,year_20,0.595214648226994,0.627560022615205
simulated,year_20,0.5955139157908838,0.6278173335178734
simulated,year_20,0.5958132366991485,0.6278343503599937
simulated,year_20,0.5961126109976348,0.6281150855163357
simulated,year_20,0.5964120387322339,0.628236542986713
simulated,year_20,0.5967115199488806,0.6285746146432928
simulated,year_20,0.5970110546935532,0.628665614063555
simulated,year_20,0.5973106430122742,0.6287083540965412
simulated,year_20,0.5976102849511098,0.6287905124702274
simulated,year_20,0.5979099805561704,0.6288657671029164
simulated,year_20,0.5982097298736103,0.629228931662109
simulated,year_20,0.598509532949628,0.6299592611240101
simulated,year_20,0.5988093898304666,0.6305849916724303
simulated,year_20,0.5991093005624122,0.6308776137029721
simulated,year_20,0.5994092651917965,0.6309907678300621
simulated,year_20,0.5997092837649949,0.6310370402161215
simulated,year_20,0.6000093563284278,0.631080952896382
simulated,year_20,0.6003094829285596,0.6312826105125223
simulated,year_20,0.6006096636118994,0.6313561350071211
simulated,year_20,0.6009098984250013,0.6314086068189443
simulated,year_20,0.6012101874144635,0.6314730346579429
simulated,year_20,0.6015105306269296,0.6320411321259399
simulated,year_20,0.6018109281090878,0.6328266039412245
simulated,year_20,0.6021113799076706,0.633318721850221
simulated,year_20,0.6024118860694564,0.6334130295692981
simulated,year_20,0.602712446641268,0.6336749687135609
simulated,year_20,0.6030130616699737,0.6338842146451414
simulated,year_20,0.6033137312024869,0.6340500662100191
simulated,year_20,0.603614455285766,0.6340573403869042
simulated,year_20,0.6039152339668149,0.6340622983655712
simulated,year_20,0.6042160672926827,0.6342861637101938
simulated,year_20,0.6045169553104641,0.6345449238554971
simulated,year_20,0.6048178980672997,0.634809438265927
simulated,year_20,0.6051188956103745,0.6349238999455076
simulated,year_20,0.6054199479869198,0.6350229967511054
simulated,year_20,0.605721055244213,0.6353157652475284
simulated,year_20,0.606022217429577,0.6355395053433636
simulated,year_20,0.60632343459038,0.6358578809222362
simulated,year_20,0.6066247067740367,0.6362191293980829
simulated,year_20,0.6069260340280078,0.6362360235911093
simulated,year_20,0.6072274163997996,0.6362562406912872
simulated,year_20,0.6075288539369648,0.6363957966282365
simulated,year_20,0.6078303466871025,0.636501649430765
simulated,year_20,0.608131894697857,0.63805462787235
simulated,year_20,0.60843349801692,0.6380855312791819
simulated,year_20,0.6087351566920294,0.6382911065015535
simulated,year_20,0.6090368707709691,0.6387674717877451
simulated,year_20,0.6093386403015699,0.639016630832723
simulated,year_20,0.6096404653317091,0.6392048235018449
simulated,year_20,0.6099423459093103,0.639210894286369
simulated,year_20,0.6102442820823444,0.6402267721566793
simulated,year_20,0.6105462738988287,0.6403065717825721
simulated,year_20,0.6108483214068277,0.6404184106915697
simulated,year_20,0.6111504246544518,0.6405121724152373
simulated,year_20,0.6114525836898598,0.6410703101815974
simulated,year_20,0.6117547985612566,0.6411675998618944
simulated,year_20,0.6120570693168946,0.641355489133737
simulated,year_20,0.6123593960050734,0.6413972091190259
simulated,year_20,0.6126617786741398,0.6414574311615404
simulated,year_20,0.612964217372488,0.6414787475751086
simulated,year_20,0.6132667121485594,0.6416570667620232
simulated,year_20,0.6135692630508431,0.641664420981905
simulated,year_20,0.613871870127876,0.6416968974668817
simulated,year_20,0.6141745334282416,0.6420386708697391
simulated,year_20,0.6144772530005722,0.6421202323023744
simulated,year_20,0.6147800288935474,0.6421460399422205
simulated,year_20,0.6150828611558946,0.6425244645339895
simulated,year_20,0.6153857498363893,0.6431753144703037
simulated,year_20,0.6156886949838547,0.6432325616824838
simulated,year_20,0.6159916966471622,0.6439105450248335
simulated,year_20,0.6162947548752316,0.6440418819467049
simulated,year_20,0.6165978697170301,0.6444317997937781
simulated,year_20,0.616901041221574,0.6447478352809128
simulated,year_20,0.6172042694379277,0.6448438994403716
simulated,year_20,0.6175075544152033,0.6453832380394644
simulated,year_20,0.6178108962025622,0.6454994856363647
simulated,year_20,0.6181142948492142,0.6456935457505817
simulated,year_20,0.6184177504044176,0.6464079928996294
simulated,year_20,0.6187212629174792,0.6464877604564302
simulated,year_20,0.6190248324377549,0.6465506620379565
simulated,year_20,0.6193284590146491,0.6466380555445947
simulated,year_20,0.6196321426976155,0.6466836505082292
simulated,year_20,0.6199358835361565,0.6468906591538909
simulated,year_20,0.6202396815798238,0.6471888388229049
simulated,year_20,0.6205435368782174,0.6476232368277203
simulated,year_20,0.6208474494809875,0.6478262767269569
simulated,year_20,0.6211514194378334,0.647974080600901
simulated,year_20,0.6214554467985031,0.6480987044810227
simulated,year_20,0.6217595316127947,0.648108609937322
simulated,year_20,0.6220636739305557,0.6482029963176383
simulated,year_20,0.6223678738016827,0.6486907680095567
simulated,year_20,0.6226721312761224,0.6488498758847296
simulated,year_20,0.622976446403871,0.6488793205855499
simulated,year_20,0.6232808192349748,0.6491121160476273
simulated,year_20,0.6235852498195292,0.6491751976018819
simulated,year_20,0.6238897382076803,0.6492758580201065
simulated,year_20,0.6241942844496239,0.649380635270848
simulated,year_20,0.6244988885956059,0.649652810204978
simulated,year_20,0.6248035506959224,0.6497033907814518
simulated,year_20,0.6251082708009197,0.6500043653769239
simulated,year_20,0.6254130489609946,0.6501063273970169
simulated,year_20,0.6257178852265938,0.6501462044478651
simulated,year_20,0.6260227796482148,0.6504561022782178
simulated,year_20,0.6263277322764063,0.6507211064665762
simulated,year_20,0.6266327431617658,0.6507678627088735
simulated,year_20,0.6269378123549432,0.651310566317152
simulated,year_20,0.6272429399066382,0.6513177784489905
simulated,year_20,0.6275481258676021,0.6515151806778647
simulated,year_20,0.6278533702886364,0.6517181305368679
simulated,year_20,0.6281586732205942,0.6517640356537142
simulated,year_20,0.6284640347143791,0.6518846760911641
simulated,year_20,0.6287694548209461,0.6520583802798284
simulated,year_20,0.6290749335913015,0.652137713106867
simulated,year_20,0.6293804710765032,0.6521419859704704
simulated,year_20,0.6296860673276594,0.6521655002577855
simulated,year_20,0.6299917223959306,0.6523945435514681
simulated,year_20,0.6302974363325288,0.6524129523915968
simulated,year_20,0.6306032091887175,0.652818371196768
simulated,year_20,0.6309090410158119,0.6530780388390225
