source,aggregation,theoretical,observed
empirical,year_20,-0.049380035194691335,-0.02136343351475739
empirical,year_20,-0.045083069991832515,-0.0006966186167615449
empirical,year_20,-0.04078693704133776,-0.0006966186167615449
empirical,year_20,-0.03649155675707042,-0.0006966186167615449
empirical,year_20,-0.03219684965026182,0.00595660899426685
empirical,year_20,-0.027902736319174105,0.00595660899426685
empirical,year_20,-0.023609137438793632,0.00595660899426685
empirical,year_20,-0.019315973750548752,0.013948122544023335
empirical,year_20,-0.015023166052050464,0.013948122544023335
empirical,year_20,-0.010730635186851798,0.013948122544023335
empirical,year_20,-0.006438302034222545,0.013948122544023335
empirical,year_20,-0.0021460874989359495,0.013948122544023335
empirical,year_20,0.0021460874989359495,0.04086192861959966
empirical,year_20,0.0064383020342226845,0.04985563032857277
empirical,year_20,0.010730635186851798,0.04985563032857277
empirical,year_20,0.015023166052050603,0.04985563032857277
empirical,year_20,0.019315973750548752,0.04985563032857277
empirical,year_20,0.023609137438793493,0.04985563032857277
empirical,year_20,0.027902736319174105,0.04985563032857277
empirical,year_20,0.032196849650261684,0.04985563032857277
empirical,year_20,0.03649155675707056,0.04985563032857277
empirical,year_20,0.04078693704133776,0.04985563032857277
empirical,year_20,0.045083069991832654,0.05794555285966119
empirical,year_20,0.049380035194691335,0.05898301684396625
empirical,year_20,0.05367791234378791,0.05898301684396625
empirical,year_20,0.05797678125113915,0.05898301684396625
empirical,year_20,0.06227672185734899,0.05898301684396625
empirical,year_20,0.066577814242099,0.08326152168763787
empirical,year_20,0.07088013863468176,0.08638043545416793
empirical,year_20,0.07518377542458905,0.08638043545416793
empirical,year_20,0.07948880517214994,0.08638043545416793
empirical,year_20,0.08379530861923112,0.09159834232328036
empirical,year_20,0.08810336669999443,0.09159834232328036
empirical,year_20,0.0924130605517239,0.11129597241858627
empirical,year_20,0.09672447152571936,0.1235450928278925
empirical,year_20,0.10103768119826287,0.1235450928278925
empirical,year_20,0.10535277138166507,0.1235450928278925
empirical,year_20,0.10966982413538819,0.1235450928278925
empirical,year_20,0.11398892177725842,0.12471824532602843
empirical,year_20,0.11831014689476291,0.12471824532602843
empirical,year_20,0.12263358235644384,0.12471824532602843
empirical,year_20,0.1269593113233873,0.12471824532602843
empirical,year_20,0.13128741726081333,0.12653884496992274
empirical,year_20,0.13561798394977492,0.15835918453335854
empirical,year_20,0.13995109549896287,0.15835918453335854
empirical,year_20,0.14428683635662992,0.15835918453335854
empirical,year_20,0.1486252913226295,0.16137346229026842
empirical,year_20,0.15296654556058292,0.16137346229026842
empirical,year_20,0.1573106846101707,0.17073314192832076
empirical,year_20,0.1616577943995612,0.1925384635173545
empirical,year_20,0.16600796125797493,0.1925384635173545
empirical,year_20,0.17036127192839176,0.1925384635173545
empirical,year_20,0.17471781358040955,0.1925384635173545
empirical,year_20,0.17907767382325174,0.2272742910718008
empirical,year_20,0.18344094071893838,0.2272742910718008
empirical,year_20,0.18780770279561645,0.23912394546880122
empirical,year_20,0.1921780490610647,0.23912394546880122
