source,start_year,end_year,start_decile,end_decile,count,probability
simulated,0,5,1,7,106,0.106
simulated,0,5,1,8,100,0.1
simulated,0,5,1,9,98,0.098
simulated,0,5,1,10,86,0.086
simulated,0,5,2,1,104,0.104
simulated,0,5,2,2,104,0.104
simulated,0,5,2,3,86,0.086
simulated,0,5,2,4,97,0.097
simulated,0,5,2,5,111,0.111
simulated,0,5,2,6,90,0.09
simulated,0,5,2,7,90,0.09
simulated,0,5,2,8,119,0.119
simulated,0,5,2,9,108,0.108
simulated,0,5,2,10,91,0.091
simulated,0,5,3,1,109,0.109
simulated,0,5,3,2,93,0.093
simulated,0,5,3,3,90,0.09
simulated,0,5,3,4,118,0.118
simulated,0,5,3,5,101,0.101
simulated,0,5,3,6,94,0.094
simulated,0,5,3,7,93,0.093
simulated,0,5,3,8,113,0.113
simulated,0,5,3,9,101,0.101
simulated,0,5,3,10,88,0.088
simulated,0,5,4,1,96,0.096
simulated,0,5,4,2,112,0.112
simulated,0,5,4,3,81,0.081
simulated,0,5,4,4,97,0.097
simulated,0,5,4,5,101,0.101
simulated,0,5,4,6,104,0.104
simulated,0,5,4,7,98,0.098
simulated,0,5,4,8,92,0.092
simulated,0,5,4,9,111,0.111
simulated,0,5,4,10,108,0.108
simulated,0,5,5,1,106,0.106
simulated,0,5,5,2,95,0.095
simulated,0,5,5,3,104,0.104
simulated,0,5,5,4,105,0.105
simulated,0,5,5,5,95,0.095
simulated,0,5,5,6,103,0.103
simulated,0,5,5,7,103,0.103
simulated,0,5,5,8,92,0.092
simulated,0,5,5,9,93,0.093
simulated,0,5,5,10,104,0.104
simulated,0,5,6,1,83,0.083
simulated,0,5,6,2,105,0.105
simulated,0,5,6,3,110,0.11
simulated,0,5,6,4,94,0.094
simulated,0,5,6,5,97,0.097
simulated,0,5,6,6,102,0.102
simulated,0,5,6,7,96,0.096
simulated,0,5,6,8,105,0.105
simulated,0,5,6,9,109,0.109
simulated,0,5,6,10,99,0.099
simulated,0,5,7,1,96,0.096
simulated,0,5,7,2,103,0.103
simulated,0,5,7,3,112,0.112
simulated,0,5,7,4,111,0.111
simulated,0,5,7,5,99,0.099
simulated,0,5,7,6,103,0.103
simulated,0,5,7,7,109,0.109
simulated,0,5,7,8,92,0.092
simulated,0,5,7,9,81,0.081
simulated,0,5,7,10,94,0.094
simulated,0,5,8,1,106,0.106
simulated,0,5,8,2,104,0.104
simulated,0,5,8,3,89,0.089
simulated,0,5,8,4,85,0.085
simulated,0,5,8,5,108,0.108
simulated,0,5,8,6,97,0.097
simulated,0,5,8,7,102,0.102
simulated,0,5,8,8,88,0.088
simulated,0,5,8,9,102,0.102
simulated,0,5,8,10,119,0.119
simulated,0,5,9,1,91,0.091
simulated,0,5,9,2,87,0.087
simulated,0,5,9,3,120,0.12
simulated,0,5,9,4,89,0.089
simulated,0,5,9,5,108,0.108
simulated,0,5,9,6,100,0.1
simulated,0,5,9,7,99,0.099
simulated,0,5,9,8,105,0.105
simulated,0,5,9,9,92,0.092
simulated,0,5,9,10,109,0.109
simulated,0,5,10,1,95,0.095
simulated,0,5,10,2,101,0.101
simulated,0,5,10,3,93,0.093
simulated,0,5,10,4,110,0.11
simulated,0,5,10,5,92,0.092
simulated,0,5,10,6,104,0.104
simulated,0,5,10,7,104,0.104
simulated,0,5,10,8,94,0.094
simulated,0,5,10,9,105,0.105
simulated,0,5,10,10,102,0.102
simulated,0,10,1,1,107,0.107
simulated,0,10,1,2,85,0.085
simulated,0,10,1,3,89,0.089
simulated,0,10,1,4,112,0.112
simulated,0,10,1,5,102,0.102
simulated,0,10,1,6,114,0.114
simulated,0,10,1,7,107,0.107
simulated,0,10,1,8,98,0.098
simulated,0,10,1,9,89,0.089
simulated,0,10,1,10,97,0.097
simulated,0,10,2,1,96,0.096
simulated,0,10,2,2,118,0.118
simulated,0,10,2,3,114,0.114
simulated,0,10,2,4,102,0.102
simulated,0,10,2,5,91,0.091
simulated,0,10,2,6,99,0.099
simulated,0,10,2,7,93,0.093
simulated,0,10,2,8,90,0.09
simulated,0,10,2,9,89,0.089
simulated,0,10,2,10,108,0.108
simulated,0,10,3,1,111,0.111
simulated,0,10,3,2,114,0.114
simulated,0,10,3,3,104,0.104
simulated,0,10,3,4,101,0.101
simulated,0,10,3,5,100,0.1
simulated,0,10,3,6,102,0.102
simulated,0,10,3,7,90,0.09
simulated,0,10,3,8,87,0.087
simulated,0,10,3,9,102,0.102
simulated,0,10,3,10,89,0.089
simulated,0,10,4,1,111,0.111
simulated,0,10,4,2,96,0.096
simulated,0,10,4,3,93,0.093
simulated,0,10,4,4,90,0.09
simulated,0,10,4,5,106,0.106
simulated,0,10,4,6,118,0.118
simulated,0,10,4,7,101,0.101
simulated,0,10,4,8,98,0.098
simulated,0,10,4,9,101,0.101
simulated,0,10,4,10,86,0.086
simulated,0,10,5,1,81,0.081
simulated,0,10,5,2,83,0.083
simulated,0,10,5,3,112,0.112
simulated,0,10,5,4,104,0.104
simulated,0,10,5,5,112,0.112
simulated,0,10,5,6,101,0.101
simulated,0,10,5,7,98,0.098
simulated,0,10,5,8,104,0.104
simulated,0,10,5,9,99,0.099
simulated,0,10,5,10,106,0.106
simulated,0,10,6,1,98,0.098
simulated,0,10,6,2,93,0.093
simulated,0,10,6,3,93,0.093
simulated,0,10,6,4,103,0.103
simulated,0,10,6,5,82,0.082
simulated,0,10,6,6,101,0.101
simulated,0,10,6,7,94,0.094
simulated,0,10,6,8,124,0.124
simulated,0,10,6,9,101,0.101
simulated,0,10,6,10,111,0.111
simulated,0,10,7,1,100,0.1
simulated,0,10,7,2,107,0.107
simulated,0,10,7,3,99,0.099
simulated,0,10,7,4,97,0.097
simulated,0,10,7,5,108,0.108
simulated,0,10,7,6,78,0.078
simulated,0,10,7,7,106,0.106
simulated,0,10,7,8,105,0.105
simulated,0,10,7,9,106,0.106
simulated,0,10,7,10,94,0.094
simulated,0,10,8,1,96,0.096
simulated,0,10,8,2,104,0.104
simulated,0,10,8,3,99,0.099
simulated,0,10,8,4,87,0.087
simulated,0,10,8,5,92,0.092
simulated,0,10,8,6,92,0.092
simulated,0,10,8,7,107,0.107
simulated,0,10,8,8,105,0.105
simulated,0,10,8,9,105,0.105
simulated,0,10,8,10,113,0.113
simulated,0,10,9,1,98,0.098
simulated,0,10,9,2,104,0.104
simulated,0,10,9,3,95,0.095
simulated,0,10,9,4,94,0.094
simulated,0,10,9,5,109,0.109
simulated,0,10,9,6,97,0.097
simulated,0,10,9,7,102,0.102
simulated,0,10,9,8,91,0.091
simulated,0,10,9,9,112,0.112
simulated,0,10,9,10,98,0.098
simulated,0,10,10,1,102,0.102
simulated,0,10,10,2,96,0.096
simulated,0,10,10,3,102,0.102
simulated,0,10,10,4,110,0.11
simulated,0,10,10,5,98,0.098
simulated,0,10,10,6,98,0.098
simulated,0,10,10,7,102,0.102
simulated,0,10,10,8,98,0.098
simulated,0,10,10,9,96,0.096
simulated,0,10,10,10,98,0.098
simulated,0,20,1,1,95,0.095
simulated,0,20,1,2,109,0.109
simulated,0,20,1,3,123,0.123
simulated,0,20,1,4,91,0.091
simulated,0,20,1,5,93,0.093
simulated,0,20,1,6,94,0.094
simulated,0,20,1,7,80,0.08
simulated,0,20,1,8,100,0.1
simulated,0,20,1,9,92,0.092
simulated,0,20,1,10,123,0.123
simulated,0,20,2,1,96,0.096
simulated,0,20,2,2,98,0.098
simulated,0,20,2,3,104,0.104
simulated,0,20,2,4,111,0.111
simulated,0,20,2,5,113,0.113
simulated,0,20,2,6,91,0.091
simulated,0,20,2,7,94,0.094
simulated,0,20,2,8,107,0.107
simulated,0,20,2,9,100,0.1
simulated,0,20,2,10,86,0.086
simulated,0,20,3,1,97,0.097
simulated,0,20,3,2,100,0.1
simulated,0,20,3,3,105,0.105
simulated,0,20,3,4,102,0.102
simulated,0,20,3,5,93,0.093
simulated,0,20,3,6,101,0.101
simulated,0,20,3,7,109,0.109
simulated,0,20,3,8,99,0.099
simulated,0,20,3,9,90,0.09
simulated,0,20,3,10,104,0.104
simulated,0,20,4,1,102,0.102
simulated,0,20,4,2,97,0.097
simulated,0,20,4,3,89,0.089
simulated,0,20,4,4,91,0.091
simulated,0,20,4,5,103,0.103
simulated,0,20,4,6,111,0.111
simulated,0,20,4,7,98,0.098
simulated,0,20,4,8,110,0.11
simulated,0,20,4,9,99,0.099
simulated,0,20,4,10,100,0.1
simulated,0,20,5,1,110,0.11
simulated,0,20,5,2,102,0.102
simulated,0,20,5,3,85,0.085
simulated,0,20,5,4,97,0.097
simulated,0,20,5,5,109,0.109
simulated,0,20,5,6,98,0.098
simulated,0,20,5,7,103,0.103
simulated,0,20,5,8,99,0.099
simulated,0,20,5,9,97,0.097
simulated,0,20,5,10,100,0.1
simulated,0,20,6,1,99,0.099
simulated,0,20,6,2,94,0.094
simulated,0,20,6,3,114,0.114
simulated,0,20,6,4,100,0.1
simulated,0,20,6,5,93,0.093
simulated,0,20,6,6,106,0.106
simulated,0,20,6,7,99,0.099
simulated,0,20,6,8,96,0.096
simulated,0,20,6,9,101,0.101
simulated,0,20,6,10,98,0.098
simulated,0,20,7,1,99,0.099
simulated,0,20,7,2,115,0.115
simulated,0,20,7,3,85,0.085
simulated,0,20,7,4,112,0.112
simulated,0,20,7,5,101,0.101
simulated,0,20,7,6,92,0.092
simulated,0,20,7,7,106,0.106
simulated,0,20,7,8,96,0.096
simulated,0,20,7,9,101,0.101
simulated,0,20,7,10,93,0.093
simulated,0,20,8,1,101,0.101
simulated,0,20,8,2,93,0.093
simulated,0,20,8,3,93,0.093
simulated,0,20,8,4,86,0.086
simulated,0,20,8,5,96,0.096
simulated,0,20,8,6,113,0.113
simulated,0,20,8,7,108,0.108
simulated,0,20,8,8,99,0.099
simulated,0,20,8,9,111,0.111
simulated,0,20,8,10,100,0.1
simulated,0,20,9,1,95,0.095
simulated,0,20,9,2,93,0.093
simulated,0,20,9,3,97,0.097
simulated,0,20,9,4,95,0.095
simulated,0,20,9,5,104,0.104
simulated,0,20,9,6,94,0.094
simulated,0,20,9,7,110,0.11
simulated,0,20,9,8,98,0.098
simulated,0,20,9,9,111,0.111
simulated,0,20,9,10,103,0.103
simulated,0,20,10,1,106,0.106
simulated,0,20,10,2,99,0.099
simulated,0,20,10,3,105,0.105
simulated,0,20,10,4,115,0.115
simulated,0,20,10,5,95,0.095
simulated,0,20,10,6,100,0.1
simulated,0,20,10,7,93,0.093
simulated,0,20,10,8,96,0.096
simulated,0,20,10,9,98,0.098
simulated,0,20,10,10,93,0.093
simulated,10,15,1,1,121,0.121
simulated,10,15,1,2,122,0.122
simulated,10,15,1,3,109,0.109
simulated,10,15,1,4,102,0.102
simulated,10,15,1,5,109,0.109
simulated,10,15,1,6,105,0.105
simulated,10,15,1,7,99,0.099
simulated,10,15,1,8,76,0.076
simulated,10,15,1,9,85,0.085
simulated,10,15,1,10,72,0.072
simulated,10,15,2,1,122,0.122
simulated,10,15,2,2,95,0.095
simulated,10,15,2,3,95,0.095
simulated,10,15,2,4,106,0.106
simulated,10,15,2,5,112,0.112
simulated,10,15,2,6,82,0.082
simulated,10,15,2,7,91,0.091
simulated,10,15,2,8,111,0.111
simulated,10,15,2,9,94,0.094
simulated,10,15,2,10,92,0.092
simulated,10,15,3,1,98,0.098
simulated,10,15,3,2,108,0.108
simulated,10,15,3,3,115,0.115
simulated,10,15,3,4,96,0.096
simulated,10,15,3,5,110,0.11
simulated,10,15,3,6,97,0.097
simulated,10,15,3,7,95,0.095
simulated,10,15,3,8,90,0.09
simulated,10,15,3,9,102,0.102
simulated,10,15,3,10,89,0.089
simulated,10,15,4,1,98,0.098
simulated,10,15,4,2,115,0.115
simulated,10,15,4,3,112,0.112
simulated,10,15,4,4,105,0.105
simulated,10,15,4,5,102,0.102
simulated,10,15,4,6,108,0.108
simulated,10,15,4,7,86,0.086
simulated,10,15,4,8,92,0.092
simulated,10,15,4,9,80,0.08
simulated,10,15,4,10,102,0.102
simulated,10,15,5,1,89,0.089
simulated,10,15,5,2,100,0.1
simulated,10,15,5,3,105,0.105
simulated,10,15,5,4,113,0.113
simulated,10,15,5,5,96,0.096
simulated,10,15,5,6,104,0.104
simulated,10,15,5,7,105,0.105
simulated,10,15,5,8,91,0.091
simulated,10,15,5,9,113,0.113
simulated,10,15,5,10,84,0.084
simulated,10,15,6,1,104,0.104
simulated,10,15,6,2,102,0.102
simulated,10,15,6,3,97,0.097
simulated,10,15,6,4,112,0.112
simulated,10,15,6,5,91,0.091
simulated,10,15,6,6,104,0.104
simulated,10,15,6,7,90,0.09
simulated,10,15,6,8,117,0.117
simulated,10,15,6,9,92,0.092
simulated,10,15,6,10,91,0.091
simulated,10,15,7,1,95,0.095
simulated,10,15,7,2,106,0.106
simulated,10,15,7,3,92,0.092
simulated,10,15,7,4,93,0.093
simulated,10,15,7,5,88,0.088
simulated,10,15,7,6,104,0.104
simulated,10,15,7,7,104,0.104
simulated,10,15,7,8,107,0.107
simulated,10,15,7,9,99,0.099
simulated,10,15,7,10,112,0.112
simulated,10,15,8,1,104,0.104
simulated,10,15,8,2,91,0.091
simulated,10,15,8,3,108,0.108
simulated,10,15,8,4,90,0.09
simulated,10,15,8,5,98,0.098
simulated,10,15,8,6,92,0.092
simulated,10,15,8,7,93,0.093
simulated,10,15,8,8,99,0.099
simulated,10,15,8,9,111,0.111
simulated,10,15,8,10,114,0.114
simulated,10,15,9,1,86,0.086
simulated,10,15,9,2,85,0.085
simulated,10,15,9,3,87,0.087
simulated,10,15,9,4,86,0.086
simulated,10,15,9,5,97,0.097
simulated,10,15,9,6,98,0.098
simulated,10,15,9,7,121,0.121
simulated,10,15,9,8,107,0.107
simulated,10,15,9,9,116,0.116
simulated,10,15,9,10,117,0.117
simulated,10,15,10,1,83,0.083
simulated,10,15,10,2,76,0.076
simulated,10,15,10,3,80,0.08
simulated,10,15,10,4,97,0.097
simulated,10,15,10,5,97,0.097
simulated,10,15,10,6,106,0.106
simulated,10,15,10,7,116,0.116
simulated,10,15,10,8,110,0.11
simulated,10,15,10,9,108,0.108
simulated,10,15,10,10,127,0.127
simulated,10,20,1,1,121,0.121
simulated,10,20,1,2,100,0.1
simulated,10,20,1,3,108,0.108
simulated,10,20,1,4,98,0.098
simulated,10,20,1,5,116,0.116
simulated,10,20,1,6,106,0.106
simulated,10,20,1,7,90,0.09
simulated,10,20,1,8,104,0.104
simulated,10,20,1,9,73,0.073
simulated,10,20,1,10,84,0.084
simulated,10,20,2,1,100,0.1
simulated,10,20,2,2,109,0.109
simulated,10,20,2,3,103,0.103
simulated,10,20,2,4,112,0.112
simulated,10,20,2,5,77,0.077
simulated,10,20,2,6,99,0.099
simulated,10,20,2,7,105,0.105
simulated,10,20,2,8,99,0.099
simulated,10,20,2,9,96,0.096
simulated,10,20,2,10,100,0.1
simulated,10,20,3,1,102,0.102
simulated,10,20,3,2,89,0.089
simulated,10,20,3,3,98,0.098
simulated,10,20,3,4,92,0.092
simulated,10,20,3,5,101,0.101
simulated,10,20,3,6,107,0.107
simulated,10,20,3,7,89,0.089
simulated,10,20,3,8,107,0.107
simulated,10,20,3,9,107,0.107
simulated,10,20,3,10,108,0.108
simulated,10,20,4,1,97,0.097
simulated,10,20,4,2,104,0.104
simulated,10,20,4,3,94,0.094
simulated,10,20,4,4,97,0.097
simulated,10,20,4,5,111,0.111
simulated,10,20,4,6,101,0.101
simulated,10,20,4,7,98,0.098
simulated,10,20,4,8,104,0.104
simulated,10,20,4,9,89,0.089
simulated,10,20,4,10,105,0.105
simulated,10,20,5,1,96,0.096
simulated,10,20,5,2,87,0.087
simulated,10,20,5,3,95,0.095
simulated,10,20,5,4,112,0.112
simulated,10,20,5,5,101,0.101
simulated,10,20,5,6,84,0.084
simulated,10,20,5,7,112,0.112
simulated,10,20,5,8,103,0.103
simulated,10,20,5,9,103,0.103
simulated,10,20,5,10,107,0.107
simulated,10,20,6,1,80,0.08
simulated,10,20,6,2,102,0.102
simulated,10,20,6,3,112,0.112
simulated,10,20,6,4,110,0.11
simulated,10,20,6,5,97,0.097
simulated,10,20,6,6,106,0.106
simulated,10,20,6,7,102,0.102
simulated,10,20,6,8,99,0.099
simulated,10,20,6,9,90,0.09
simulated,10,20,6,10,102,0.102
simulated,10,20,7,1,109,0.109
simulated,10,20,7,2,103,0.103
simulated,10,20,7,3,88,0.088
simulated,10,20,7,4,84,0.084
simulated,10,20,7,5,93,0.093
simulated,10,20,7,6,111,0.111
simulated,10,20,7,7,106,0.106
simulated,10,20,7,8,97,0.097
simulated,10,20,7,9,113,0.113
simulated,10,20,7,10,96,0.096
simulated,10,20,8,1,100,0.1
simulated,10,20,8,2,105,0.105
simulated,10,20,8,3,100,0.1
simulated,10,20,8,4,103,0.103
simulated,10,20,8,5,92,0.092
simulated,10,20,8,6,95,0.095
simulated,10,20,8,7,97,0.097
simulated,10,20,8,8,96,0.096
simulated,10,20,8,9,117,0.117
simulated,10,20,8,10,95,0.095
simulated,10,20,9,1,95,0.095
simulated,10,20,9,2,101,0.101
simulated,10,20,9,3,96,0.096
simulated,10,20,9,4,104,0.104
simulated,10,20,9,5,106,0.106
simulated,10,20,9,6,93,0.093
simulated,10,20,9,7,100,0.1
simulated,10,20,9,8,100,0.1
simulated,10,20,9,9,104,0.104
simulated,10,20,9,10,101,0.101
simulated,10,20,10,1,100,0.1
simulated,10,20,10,2,100,0.1
simulated,10,20,10,3,106,0.106
simulated,10,20,10,4,88,0.088
simulated,10,20,10,5,106,0.106
simulated,10,20,10,6,98,0.098
simulated,10,20,10,7,101,0.101
simulated,10,20,10,8,91,0.091
simulated,10,20,10,9,108,0.108
simulated,10,20,10,10,102,0.102
simulated,15,20,1,1,134,0.134
simulated,15,20,1,2,111,0.111
simulated,15,20,1,3,106,0.106
simulated,15,20,1,4,105,0.105
simulated,15,20,1,5,91,0.091
simulated,15,20,1,6,94,0.094
simulated,15,20,1,7,103,0.103
simulated,15,20,1,8,97,0.097
simulated,15,20,1,9,75,0.075
simulated,15,20,1,10,84,0.084
simulated,15,20,2,1,98,0.098
simulated,15,20,2,2,107,0.107
simulated,15,20,2,3,101,0.101
simulated,15,20,2,4,108,0.108
simulated,15,20,2,5,106,0.106
simulated,15,20,2,6,100,0.1
simulated,15,20,2,7,108,0.108
simulated,15,20,2,8,96,0.096
simulated,15,20,2,9,100,0.1
simulated,15,20,2,10,76,0.076
simulated,15,20,3,1,100,0.1
simulated,15,20,3,2,91,0.091
simulated,15,20,3,3,113,0.113
simulated,15,20,3,4,102,0.102
simulated,15,20,3,5,113,0.113
simulated,15,20,3,6,103,0.103
simulated,15,20,3,7,94,0.094
simulated,15,20,3,8,100,0.1
simulated,15,20,3,9,103,0.103
simulated,15,20,3,10,81,0.081
simulated,15,20,4,1,115,0.115
simulated,15,20,4,2,89,0.089
simulated,15,20,4,3,94,0.094
simulated,15,20,4,4,100,0.1
simulated,15,20,4,5,109,0.109
simulated,15,20,4,6,99,0.099
simulated,15,20,4,7,99,0.099
simulated,15,20,4,8,93,0.093
simulated,15,20,4,9,97,0.097
simulated,15,20,4,10,105,0.105
simulated,15,20,5,1,109,0.109
simulated,15,20,5,2,118,0.118
simulated,15,20,5,3,128,0.128
simulated,15,20,5,4,95,0.095
simulated,15,20,5,5,88,0.088
simulated,15,20,5,6,95,0.095
simulated,15,20,5,7,85,0.085
simulated,15,20,5,8,87,0.087
simulated,15,20,5,9,90,0.09
simulated,15,20,5,10,105,0.105
simulated,15,20,6,1,100,0.1
simulated,15,20,6,2,116,0.116
simulated,15,20,6,3,90,0.09
simulated,15,20,6,4,104,0.104
simulated,15,20,6,5,80,0.08
simulated,15,20,6,6,110,0.11
simulated,15,20,6,7,102,0.102
simulated,15,20,6,8,105,0.105
simulated,15,20,6,9,90,0.09
simulated,15,20,6,10,103,0.103
simulated,15,20,7,1,96,0.096
simulated,15,20,7,2,103,0.103
simulated,15,20,7,3,107,0.107
simulated,15,20,7,4,103,0.103
simulated,15,20,7,5,100,0.1
simulated,15,20,7,6,90,0.09
simulated,15,20,7,7,96,0.096
simulated,15,20,7,8,109,0.109
simulated,15,20,7,9,99,0.099
simulated,15,20,7,10,97,0.097
simulated,15,20,8,1,76,0.076
simulated,15,20,8,2,86,0.086
simulated,15,20,8,3,90,0.09
simulated,15,20,8,4,91,0.091
simulated,15,20,8,5,117,0.117
simulated,15,20,8,6,106,0.106
simulated,15,20,8,7,106,0.106
simulated,15,20,8,8,101,0.101
simulated,15,20,8,9,112,0.112
simulated,15,20,8,10,115,0.115
simulated,15,20,9,1,82,0.082
simulated,15,20,9,2,80,0.08
simulated,15,20,9,3,92,0.092
simulated,15,20,9,4,98,0.098
simulated,15,20,9,5,102,0.102
simulated,15,20,9,6,105,0.105
simulated,15,20,9,7,107,0.107
simulated,15,20,9,8,100,0.1
simulated,15,20,9,9,121,0.121
simulated,15,20,9,10,113,0.113
simulated,15,20,10,1,90,0.09
simulated,15,20,10,2,99,0.099
simulated,15,20,10,3,79,0.079
simulated,15,20,10,4,94,0.094
simulated,15,20,10,5,94,0.094
simulated,15,20,10,6,98,0.098
simulated,15,20,10,7,100,0.1
simulated,15,20,10,8,112,0.112
simulated,15,20,10,9,113,0.113
simulated,15,20,10,10,121,0.121
