source,aggregation,value
empirical,year_20,1.35658569996413
empirical,year_20,11.083963118122732
empirical,year_20,6.691237871384211
empirical,year_20,3.3697770746336086
empirical,year_20,7.934427459986176
empirical,year_20,19.06808116870085
empirical,year_20,1.4025962619724166
empirical,year_20,10.514473345156093
empirical,year_20,6.5421760069545805
empirical,year_20,10.502705085159969
empirical,year_20,4.775004461937235
empirical,year_20,0.0
empirical,year_20,3.1767274176049485
empirical,year_20,16.20764727021249
empirical,year_20,1.7363789006703432
empirical,year_20,2.5424108224934465
empirical,year_20,7.572724891313559
empirical,year_20,5.426342799856521
empirical,year_20,1.0589091392016494
empirical,year_20,1.0903626678257634
empirical,year_20,8.356257808390161
empirical,year_20,1.1937511154843088
empirical,year_20,1.1576890907294637
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,7.510338103682923
empirical,year_20,3.938514406934989
empirical,year_20,5.968755577421544
empirical,year_20,0.0
empirical,year_20,1.2712054112467233
empirical,year_20,0.0
empirical,year_20,8.471273113613195
empirical,year_20,13.51860858662926
empirical,year_20,10.514473345156093
empirical,year_20,7.62723246748034
empirical,year_20,7.012981309862083
empirical,year_20,4.838203507789982
empirical,year_20,6.157757287845962
empirical,year_20,0.0
empirical,year_20,1.1232590248778695
empirical,year_20,10.41827340402206
empirical,year_20,3.938514406934989
empirical,year_20,2.180725335651527
empirical,year_20,3.3697770746336086
empirical,year_20,13.126118187221572
empirical,year_20,6.352936743250421
empirical,year_20,4.775004461937235
empirical,year_20,8.837188389797625
empirical,year_20,0.0
empirical,year_20,3.2710880034772902
empirical,year_20,2.315378181458927
empirical,year_20,8.063672512983302
empirical,year_20,3.2254690051933212
empirical,year_20,5.549047000824661
empirical,year_20,13.547066033261116
empirical,year_20,2.7745235004123305
empirical,year_20,2.5424108224934465
empirical,year_20,7.80411398271051
empirical,year_20,19.352814031159927
empirical,year_20,18.670776890505195
empirical,year_20,2.7131713999282603
empirical,year_20,1.4510313998257118
empirical,year_20,1.312838135644996
empirical,year_20,4.06975709989239
empirical,year_20,16.25371857728906
empirical,year_20,0.0
empirical,year_20,3.938514406934989
empirical,year_20,12.901876020773283
empirical,year_20,4.06975709989239
empirical,year_20,2.5424108224934465
empirical,year_20,0.0
empirical,year_20,11.232590248778695
empirical,year_20,7.779490371043831
empirical,year_20,0.0
empirical,year_20,2.5424108224934465
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,14.510313998257118
empirical,year_20,12.016540965892675
empirical,year_20,5.251352542579984
empirical,year_20,10.096966521751412
empirical,year_20,8.898437878727062
empirical,year_20,0.0
empirical,year_20,7.510338103682923
empirical,year_20,5.426342799856521
empirical,year_20,11.608251198605696
empirical,year_20,3.3697770746336086
empirical,year_20,6.223592296835065
empirical,year_20,2.117818278403299
empirical,year_20,7.012981309862083
empirical,year_20,1.8751597410316532
empirical,year_20,7.012981309862083
empirical,year_20,7.255156999128559
empirical,year_20,2.3875022309686176
empirical,year_20,1.8751597410316532
empirical,year_20,2.0317148221611325
empirical,year_20,5.084821644986893
empirical,year_20,2.625676271289992
empirical,year_20,1.5558980742087662
empirical,year_20,9.755142478388136
empirical,year_20,0.0
empirical,year_20,9.676407015579963
empirical,year_20,1.0589091392016494
empirical,year_20,3.902056991355255
empirical,year_20,10.157219798779982
empirical,year_20,5.968755577421544
empirical,year_20,2.315378181458927
empirical,year_20,31.451252696580347
empirical,year_20,6.56419067822498
empirical,year_20,7.779490371043831
empirical,year_20,0.0
empirical,year_20,6.739554149267217
empirical,year_20,11.04648548724703
empirical,year_20,5.451813339128817
empirical,year_20,0.0
empirical,year_20,2.805192523944833
empirical,year_20,14.025962619724163
empirical,year_20,1.5020676207365846
empirical,year_20,0.0
empirical,year_20,10.036856807076315
empirical,year_20,6.5421760069545805
empirical,year_20,8.898437878727062
empirical,year_20,23.338471113131497
empirical,year_20,2.7131713999282603
empirical,year_20,8.356257808390161
empirical,year_20,26.262524540654795
empirical,year_20,9.676407015579963
empirical,year_20,15.25446493496068
empirical,year_20,0.0
empirical,year_20,5.616295124389348
empirical,year_20,7.255156999128559
empirical,year_20,5.411175082295543
empirical,year_20,0.0
empirical,year_20,7.80411398271051
empirical,year_20,0.0
empirical,year_20,35.88836181261337
empirical,year_20,1.0589091392016494
empirical,year_20,9.496099899748913
empirical,year_20,7.21490010972739
empirical,year_20,3.1767274176049485
empirical,year_20,1.1232590248778695
empirical,year_20,7.510338103682923
empirical,year_20,9.261512725835708
empirical,year_20,3.0041352414731692
empirical,year_20,3.4730672721883904
empirical,year_20,5.426342799856521
empirical,year_20,0.0
empirical,year_20,6.739554149267217
empirical,year_20,6.353454835209897
empirical,year_20,0.0
empirical,year_20,5.251352542579984
empirical,year_20,2.805192523944833
empirical,year_20,5.251352542579984
empirical,year_20,11.04648548724703
empirical,year_20,8.620860202984346
empirical,year_20,0.0
empirical,year_20,4.775004461937235
empirical,year_20,8.620860202984346
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,3.4730672721883904
empirical,year_20,0.0
empirical,year_20,14.778617490830309
empirical,year_20,12.209271299677171
empirical,year_20,2.805192523944833
empirical,year_20,0.0
empirical,year_20,2.9020627996514237
empirical,year_20,10.41827340402206
empirical,year_20,0.0
empirical,year_20,2.805192523944833
empirical,year_20,0.0
empirical,year_20,1.7363789006703432
empirical,year_20,7.389308745415154
empirical,year_20,10.514473345156093
empirical,year_20,23.399477693814656
empirical,year_20,0.0
empirical,year_20,3.4730672721883904
empirical,year_20,0.0
empirical,year_20,1.0589091392016494
empirical,year_20,2.805192523944833
empirical,year_20,3.581253346452926
empirical,year_20,2.246518049755739
empirical,year_20,7.862813174145087
empirical,year_20,2.315378181458927
empirical,year_20,0.0
empirical,year_20,10.157219798779982
empirical,year_20,0.0
empirical,year_20,3.694654372707577
empirical,year_20,13.08435201390916
empirical,year_20,4.20778878591725
empirical,year_20,2.246518049755739
empirical,year_20,5.251352542579984
empirical,year_20,5.084821644986893
empirical,year_20,4.20778878591725
empirical,year_20,4.06975709989239
empirical,year_20,2.625676271289992
empirical,year_20,24.311470905318732
empirical,year_20,12.7345799980241
empirical,year_20,0.0
empirical,year_20,3.81361623374017
empirical,year_20,18.992199799497826
empirical,year_20,4.353094199477136
empirical,year_20,4.838203507789982
empirical,year_20,9.496099899748913
empirical,year_20,4.361450671303054
empirical,year_20,5.788445453647317
empirical,year_20,1.4510313998257118
empirical,year_20,5.616295124389348
empirical,year_20,10.157219798779982
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,7.012981309862083
empirical,year_20,5.853085487032883
empirical,year_20,6.223592296835065
empirical,year_20,22.531014311048768
empirical,year_20,1.1937511154843088
empirical,year_20,5.610385047889666
empirical,year_20,5.084821644986893
empirical,year_20,3.3697770746336086
empirical,year_20,0.0
empirical,year_20,1.1937511154843088
empirical,year_20,7.862813174145087
empirical,year_20,1.2712054112467233
empirical,year_20,1.0903626678257634
empirical,year_20,1.1576890907294637
empirical,year_20,1.5558980742087662
empirical,year_20,1.6127345025966606
empirical,year_20,3.1767274176049485
empirical,year_20,8.12685928864453
empirical,year_20,4.630756362917854
empirical,year_20,2.117818278403299
empirical,year_20,12.706909670419794
empirical,year_20,5.804125599302847
empirical,year_20,2.180725335651527
empirical,year_20,33.76743231425255
empirical,year_20,6.782928499820651
empirical,year_20,9.530182252814845
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,5.788445453647317
empirical,year_20,22.441540191558666
empirical,year_20,19.5268790695756
empirical,year_20,0.0
empirical,year_20,3.1117961484175325
empirical,year_20,10.109331223900826
empirical,year_20,9.755142478388136
empirical,year_20,2.180725335651527
empirical,year_20,12.059797255090196
empirical,year_20,2.180725335651527
empirical,year_20,9.81326401043187
empirical,year_20,9.012405724419509
empirical,year_20,0.0
empirical,year_20,4.838203507789982
empirical,year_20,5.610385047889666
empirical,year_20,6.921607057949043
empirical,year_20,5.048483260875706
empirical,year_20,4.775004461937235
empirical,year_20,6.946134544376781
empirical,year_20,1.4025962619724166
empirical,year_20,15.518764501296014
empirical,year_20,5.610385047889666
empirical,year_20,27.569596596688523
empirical,year_20,0.0
empirical,year_20,5.084821644986893
empirical,year_20,3.2254690051933212
empirical,year_20,5.616295124389348
empirical,year_20,2.7131713999282603
empirical,year_20,5.048483260875706
empirical,year_20,13.12838135644996
empirical,year_20,1.7363789006703432
empirical,year_20,2.625676271289992
empirical,year_20,1.4510313998257118
empirical,year_20,5.251352542579984
empirical,year_20,10.85268559971304
empirical,year_20,1.0589091392016494
empirical,year_20,1.7363789006703432
empirical,year_20,7.632538674780344
empirical,year_20,19.295675608144315
empirical,year_20,16.27902839956956
empirical,year_20,22.46518049755739
empirical,year_20,1.2712054112467233
empirical,year_20,7.877028813869977
empirical,year_20,0.0
empirical,year_20,17.445802685212215
empirical,year_20,10.589091392016494
empirical,year_20,1.2712054112467233
empirical,year_20,14.510313998257118
empirical,year_20,1.6127345025966606
empirical,year_20,2.3875022309686176
empirical,year_20,7.632538674780344
empirical,year_20,1.1576890907294637
empirical,year_20,1.35658569996413
empirical,year_20,0.0
empirical,year_20,2.5424108224934465
empirical,year_20,1.4510313998257118
empirical,year_20,10.502705085159969
empirical,year_20,1.1576890907294637
empirical,year_20,6.782928499820651
empirical,year_20,0.0
empirical,year_20,2.117818278403299
empirical,year_20,2.4631029151383848
empirical,year_20,4.235291162166948
empirical,year_20,14.510313998257118
empirical,year_20,1.2712054112467233
empirical,year_20,1.0589091392016494
empirical,year_20,6.945515602681373
empirical,year_20,2.7131713999282603
empirical,year_20,0.0
empirical,year_20,29.647038135168632
empirical,year_20,12.623366357751747
empirical,year_20,1.6127345025966606
empirical,year_20,3.2710880034772902
empirical,year_20,1.4510313998257118
empirical,year_20,1.4025962619724166
empirical,year_20,1.5020676207365846
empirical,year_20,11.815543220804964
empirical,year_20,1.312838135644996
empirical,year_20,4.630756362917854
empirical,year_20,10.502705085159969
empirical,year_20,17.63561409953369
empirical,year_20,1.0589091392016494
empirical,year_20,1.35658569996413
empirical,year_20,32.81514119569209
empirical,year_20,8.12685928864453
empirical,year_20,4.9262058302767695
empirical,year_20,1.1937511154843088
empirical,year_20,4.493036099511478
empirical,year_20,2.524241630437853
empirical,year_20,0.0
empirical,year_20,5.451813339128817
empirical,year_20,0.0
empirical,year_20,7.389308745415154
empirical,year_20,2.3072023526496808
empirical,year_20,5.048483260875706
empirical,year_20,1.35658569996413
empirical,year_20,7.500638964126613
empirical,year_20,1.35658569996413
empirical,year_20,9.676407015579963
empirical,year_20,7.62723246748034
empirical,year_20,14.514610523369946
empirical,year_20,3.2710880034772902
empirical,year_20,15.428558881696585
empirical,year_20,1.1232590248778695
empirical,year_20,14.510313998257118
empirical,year_20,4.06975709989239
empirical,year_20,16.52274382810243
empirical,year_20,1.1232590248778695
empirical,year_20,33.425031233560645
empirical,year_20,1.312838135644996
empirical,year_20,8.4155775718345
empirical,year_20,21.64470032918217
empirical,year_20,3.581253346452926
empirical,year_20,1.4510313998257118
empirical,year_20,0.0
empirical,year_20,17.241720405968692
empirical,year_20,6.921607057949043
empirical,year_20,1.4025962619724166
empirical,year_20,0.0
empirical,year_20,23.29410139191821
empirical,year_20,3.902056991355255
empirical,year_20,3.2710880034772902
empirical,year_20,14.441219492094955
empirical,year_20,9.55000892387447
empirical,year_20,5.968755577421544
empirical,year_20,2.5424108224934465
empirical,year_20,0.0
empirical,year_20,2.5424108224934465
empirical,year_20,7.412363974411546
empirical,year_20,4.630756362917854
empirical,year_20,0.0
empirical,year_20,1.0903626678257634
empirical,year_20,3.81361623374017
empirical,year_20,4.838203507789982
empirical,year_20,25.246732715503494
empirical,year_20,8.722901342606107
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,4.361450671303054
empirical,year_20,51.200687290154846
empirical,year_20,1.0589091392016494
empirical,year_20,15.465079682145843
empirical,year_20,1.8751597410316532
empirical,year_20,4.235636556806598
empirical,year_20,6.157757287845962
empirical,year_20,14.325013385811705
empirical,year_20,5.251352542579984
empirical,year_20,11.220770095779333
empirical,year_20,3.2710880034772902
empirical,year_20,14.025962619724163
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,0.0
empirical,year_20,2.117818278403299
empirical,year_20,12.355849273656563
empirical,year_20,4.06975709989239
empirical,year_20,1.35658569996413
empirical,year_20,12.623366357751747
empirical,year_20,6.56419067822498
empirical,year_20,5.788445453647317
empirical,year_20,13.5658569996413
