empirical_mean_y0,empirical_mean_y20,simulated_mean_y0,simulated_mean_y20,ks_year_max_stat,ks_cum_y5_stat
4.318335502855497,5.8270966037981395,4.270700868559327,6.117763305675685,0.06533979441997063,0.11501703377386197
