source,value
empirical,16.750128355098326
empirical,16.543209349683842
empirical,34.284325870242355
empirical,21.300170667880646
empirical,32.092724026514475
empirical,76.50136206719628
empirical,6.044478515578415
empirical,81.42979027107349
empirical,51.82060017845335
empirical,64.88799751986774
empirical,62.009930293551065
empirical,25.886283834425956
empirical,17.17296377084513
empirical,61.08303684412461
empirical,72.22235544685114
empirical,75.55577717546979
empirical,12.232454131994116
empirical,41.235918282076554
empirical,54.2778243237083
empirical,13.223232897846557
empirical,42.85473604911085
empirical,61.84620652772394
empirical,7.0407410805369395
empirical,12.08895703115683
empirical,16.75377382062457
empirical,44.98101040394084
empirical,6.5482142722602195
empirical,7.714444087643125
empirical,34.54859771553765
empirical,52.77881258954194
empirical,34.70734583110115
empirical,54.90446642989516
empirical,39.81999810212082
empirical,46.5834157387652
empirical,29.636219785697897
empirical,36.85841996322266
empirical,34.12520083767085
empirical,59.51641441743775
empirical,19.84271549863019
empirical,39.4112796629673
empirical,42.762862611470325
empirical,37.757734725486046
empirical,6.530830688885647
empirical,7.200019461162331
empirical,8.69630638306041
empirical,23.538019710272025
empirical,12.575309204464062
empirical,9.178539820127789
empirical,19.763362948869258
empirical,50.23272977152049
empirical,21.80049208641316
empirical,35.32266540393161
empirical,31.845206274473362
empirical,23.482604188163197
empirical,56.91390433948527
empirical,17.602274406655006
empirical,41.90228233107237
empirical,2.209297097449406
empirical,39.83314452813962
empirical,32.18621317035216
empirical,42.29190350550025
empirical,58.030812999232566
empirical,18.986146207069204
empirical,18.619787720042478
empirical,44.58847043063544
empirical,34.92214431869485
empirical,25.04578958376121
empirical,32.66372562155485
empirical,16.422129317520888
empirical,88.6445783114529
empirical,53.04660727062422
empirical,32.32799489342226
empirical,40.116403928932314
empirical,83.42507696132219
empirical,28.51014909593123
empirical,38.05866330179592
empirical,73.58152674615424
empirical,8.56795459814342
empirical,20.951557804349584
empirical,40.94014225908099
empirical,12.46403249208769
empirical,17.917029117054533
empirical,41.82843534456016
empirical,25.82403932928245
empirical,22.014582189136107
empirical,5.2987651308501835
empirical,22.59340504212387
empirical,32.34120540124413
empirical,44.615061349872164
empirical,7.714444087643125
empirical,32.13158654006524
empirical,58.04429068375477
empirical,80.09941764668278
empirical,25.04129852857221
empirical,9.438323607335441
empirical,22.84745767619423
empirical,102.78636125312633
empirical,29.224486755108458
empirical,134.25006493899298
empirical,23.77056716373694
empirical,107.84608025719592
empirical,25.7393109582593
empirical,13.127528421362715
empirical,33.75233614185939
empirical,117.98675070397461
empirical,22.648820564232693
empirical,46.20548215712351
empirical,23.070815017829123
empirical,13.747520939901959
empirical,173.37820798707435
empirical,28.861667333991342
empirical,10.520331884763982
empirical,93.03270764718083
empirical,53.47861643576491
empirical,24.9528894384884
empirical,32.15123265583287
empirical,49.48941857514521
empirical,14.385187002348978
empirical,10.978506208333899
empirical,13.313504181414253
empirical,19.029949506609615
empirical,0.0
empirical,45.044687494768816
empirical,124.43237887189106
empirical,40.59411667499935
empirical,11.864659982573018
empirical,18.27789065971944
empirical,44.25029839097222
empirical,29.46258665194785
empirical,45.61392045860743
empirical,43.541835183121236
empirical,16.335827123930457
empirical,71.84888118943005
empirical,48.164153159093814
empirical,23.14272382991362
empirical,29.48994204224051
empirical,31.396019897862022
empirical,60.333947861458704
empirical,37.924471277690444
empirical,26.896581128818934
empirical,116.18766402526983
empirical,52.7366571275755
empirical,49.01927862055145
empirical,26.60911853109711
empirical,29.503323627598036
empirical,15.246006047052356
empirical,55.00094004711821
empirical,13.662980643207316
empirical,35.33555900291509
empirical,24.963748999628947
empirical,42.49343477334439
empirical,40.376832208983956
empirical,19.20906790811199
empirical,33.61418360828262
empirical,5.229337929769933
empirical,43.16547211694701
empirical,75.41322710141093
empirical,18.595374058214013
empirical,32.633898034401554
empirical,27.538043983742764
empirical,25.096027049785683
empirical,210.02347489038237
empirical,63.27025803203385
empirical,25.353566656914694
empirical,9.438323607335441
empirical,31.457656485244158
empirical,66.09595234560665
empirical,79.74384484564631
empirical,14.37918232736256
empirical,7.853119676912579
empirical,93.59404043554763
empirical,17.510433067700156
empirical,4.04208312582216
empirical,22.064938581701192
empirical,21.32928391012981
empirical,23.24543565459993
empirical,29.23108022694239
empirical,52.61164551844558
empirical,63.83069316283597
empirical,46.79893955861133
empirical,54.9422723304959
empirical,17.989747879726714
empirical,26.33374209536547
empirical,33.50449602834727
empirical,15.602911276978016
empirical,52.65924954753949
empirical,22.15058585563871
empirical,4.295879940054407
empirical,28.49793730576226
empirical,28.0103914510498
empirical,37.481978846996306
empirical,49.726998190096865
empirical,70.83877962687721
empirical,28.97957299495108
empirical,65.83792558822906
empirical,43.86755645114798
empirical,54.29629922465085
empirical,62.88064491649187
empirical,7.200019461162331
empirical,2.117645581083474
empirical,21.076352574759134
empirical,34.77133162511295
empirical,28.40261247707437
empirical,32.041072324518346
empirical,9.046104482200601
empirical,29.55755256232569
empirical,27.64705145256248
empirical,37.38476349776902
empirical,36.54443266776687
empirical,69.76745435068602
empirical,87.75540454640705
empirical,28.137680951305743
empirical,67.56984998278983
empirical,2.117645581083474
empirical,34.39157408403818
empirical,83.6697216383157
empirical,85.60569057597817
empirical,12.696510907919738
empirical,46.91834260513808
empirical,54.12786520235885
empirical,53.625254527854615
empirical,8.364215512357134
empirical,22.50937355644436
empirical,12.56972728638773
empirical,25.120755152801127
empirical,38.31260611241314
empirical,7.37554377769517
empirical,23.34930042236703
empirical,44.83827977431606
empirical,7.217717345105499
empirical,18.34003438448664
empirical,35.807712675457495
empirical,32.95967882219386
empirical,72.60152340182961
empirical,37.42678508629639
empirical,54.58902911715827
empirical,51.37741800690891
empirical,0.0
empirical,86.89236640638636
empirical,24.100333047762277
empirical,74.62519553062717
empirical,7.379632364533473
empirical,31.743457908297138
empirical,41.31911031025582
empirical,15.706600933880633
empirical,34.40801339046178
empirical,54.12484054050337
empirical,34.079877929721356
empirical,32.099932718894905
empirical,79.8015226386618
empirical,158.36865989639026
empirical,59.74892670019847
empirical,15.995708954342573
empirical,45.62520096231232
empirical,11.962565237773294
empirical,15.71878585145639
empirical,38.97795034912733
empirical,98.93787156216685
empirical,12.318274080206725
empirical,20.50541599228112
empirical,25.66586517116854
empirical,18.46390616894289
empirical,38.08808459484029
empirical,26.58590510953688
empirical,6.514374131845283
empirical,25.155612312628737
empirical,9.770539663939982
empirical,0.0
empirical,0.0
empirical,35.54234546852416
empirical,40.901352538487295
empirical,60.03023558157028
empirical,70.3851824209952
empirical,20.974071929274047
empirical,13.197532127876567
empirical,49.04669438743303
empirical,20.187384689761764
empirical,88.89575891125553
empirical,22.393883272397414
empirical,22.76046287201764
empirical,27.362877805441425
empirical,33.814124795166464
empirical,47.3196262171774
empirical,58.710400013015295
empirical,9.920021679317628
empirical,5.419332653741056
empirical,54.83650688482922
empirical,19.007385373506857
empirical,26.157958845566927
empirical,36.82000901556739
empirical,43.65748858774099
empirical,23.991810476234235
empirical,30.569483599129722
empirical,26.846514988455286
empirical,12.687693336561875
empirical,68.51794389901114
empirical,30.799946335987087
empirical,29.336022962559632
empirical,32.73306402401157
empirical,34.93433727214423
empirical,18.12300980012515
empirical,65.39783779088302
empirical,41.069844170968125
empirical,24.81570510058863
empirical,25.012150245530762
empirical,37.661488279048626
empirical,58.19875319172812
empirical,7.460442711893745
empirical,11.542863606416487
empirical,6.725400952354537
empirical,75.06595311123124
empirical,115.45316590155566
empirical,65.83976164076739
empirical,5.2896183066574505
empirical,17.669889100377812
empirical,0.0
empirical,63.92759736133361
empirical,16.159322271492417
empirical,12.410458577963407
empirical,113.92588335555007
empirical,0.0
empirical,38.99630833047971
empirical,51.60471113789653
empirical,31.675803725463048
empirical,25.150618408928125
empirical,31.44513378920971
empirical,31.8871550411937
empirical,48.898836760896195
empirical,108.6613011155824
empirical,40.9459620193923
empirical,34.06688497056502
empirical,68.91941480176477
empirical,88.926299888939
empirical,56.38295308057576
empirical,51.49108906659153
empirical,51.0924757141838
empirical,23.222845123604095
empirical,64.85731192172013
empirical,61.86193702989207
empirical,13.65173556381627
empirical,41.2534602342399
empirical,20.53073373823043
empirical,76.3790165461537
empirical,71.16674828629269
empirical,5.229337929769933
empirical,27.414013507413486
empirical,41.32231995383618
empirical,27.596496263925474
empirical,19.673289819641514
empirical,53.132153280226404
empirical,27.743675337900637
empirical,77.7140898393612
empirical,2.9143644012641174
empirical,34.10029288350157
empirical,0.0
empirical,32.0276651847645
empirical,69.24592525286769
empirical,37.837010802135204
empirical,84.86088292408868
empirical,20.754436616348386
empirical,59.56291122168919
empirical,27.186582147967915
empirical,42.31295887844121
empirical,15.279957494419726
empirical,64.66132414952662
empirical,28.58263035557149
empirical,17.929883033583295
empirical,29.559016567107353
empirical,15.14168725508061
empirical,32.88146678472734
empirical,4.575658505274875
empirical,38.33836646481477
empirical,9.116940328850756
empirical,11.089793800639665
empirical,25.062621188118428
empirical,0.0
empirical,17.364465723850557
empirical,12.291886694981278
empirical,16.783538080249294
empirical,152.25960134361006
empirical,4.418594194898812
empirical,14.913239680882281
empirical,35.50630719868978
empirical,27.67839958383663
empirical,20.76151268132165
empirical,48.05607001103612
empirical,14.785075091711944
empirical,1.9510284956776276
empirical,14.936695848310004
empirical,12.615559275442944
empirical,26.794531137314053
empirical,53.4958838707456
empirical,49.81300387888338
empirical,92.722012297005
empirical,46.6643148572467
empirical,62.15408444825233
empirical,3.2290636986567964
empirical,21.94223310220705
empirical,26.74408616291011
empirical,41.10903007219272
empirical,46.61420277822944
empirical,82.4047391601682
empirical,60.652273645672445
empirical,30.723310534157463
empirical,35.97360773558673
empirical,81.05394651792494
empirical,112.78195242652217
empirical,39.754880945273065
empirical,39.27051662616503
empirical,42.46090940791242
empirical,13.623315361662623
empirical,7.4110462816715845
empirical,49.80444043937999
empirical,43.690424078003794
empirical,23.459873459671375
empirical,57.63400420237863
empirical,52.22437188046999
empirical,55.90304640084779
empirical,17.265316023668717
empirical,40.07432181421939
empirical,32.34249391198389
empirical,43.5831105606014
empirical,50.16279693371309
empirical,44.30569696996883
empirical,18.30641112920554
empirical,45.36268087570329
empirical,6.941564483119553
empirical,13.752765372340795
empirical,42.127899463986985
empirical,2.524241630437853
empirical,45.09464711143648
empirical,36.971768122635865
empirical,27.434908628515682
empirical,52.96820861401345
empirical,90.23040912952419
empirical,12.008787567601267
empirical,72.8467123170472
empirical,18.27044634225609
empirical,38.254976266481535
empirical,25.883057654765754
empirical,48.56954970573677
empirical,38.011496201046654
empirical,20.420041980104763
empirical,41.723188375650594
empirical,26.66516474203011
empirical,9.684091295579695
empirical,48.33684648024801
empirical,64.6466602065947
empirical,16.072136861675304
empirical,25.084781970394637
empirical,67.88403770744061
empirical,12.2177513616782
empirical,40.948144005431715
empirical,54.74844595669236
empirical,55.00138716414051
empirical,14.53442638461699
empirical,17.024696699880547
empirical,8.106916491144826
empirical,30.079242706225834
empirical,54.590606618459745
empirical,25.47055349160985
empirical,14.476078276167328
empirical,57.808016482691244
empirical,27.81803623846565
empirical,27.249523171897852
empirical,8.603252302940565
empirical,6.294514080163746
empirical,29.9228872855723
empirical,235.332140943813
empirical,27.95721910302264
empirical,16.037931224436175
empirical,43.670808817470885
empirical,32.96847885110326
empirical,23.033071658646197
empirical,45.4923952227869
empirical,17.614747593825033
empirical,40.00683954003218
empirical,17.20227897516882
empirical,37.784584616353875
empirical,25.842034583003034
empirical,49.76154538423814
empirical,31.98931114958657
empirical,43.65988204970283
empirical,70.66040438049959
empirical,56.03064203433068
empirical,32.309852055414524
empirical,22.179671947587376
empirical,38.76461881044464
empirical,7.934427459986176
empirical,19.818633552094724
empirical,4.295879940054407
empirical,16.471403113685888
empirical,115.05598388994909
empirical,20.629460797792106
empirical,51.303988968170785
empirical,36.9555669496597
empirical,39.02279662944994
empirical,46.88532896207545
empirical,51.78601116891244
empirical,37.778663267621425
empirical,55.41048428234439
empirical,43.15021131490673
empirical,37.55100219068877
empirical,12.135874233080923
empirical,2.4119594510180393
empirical,32.805778149707315
empirical,3.600009730581166
empirical,69.33349069300013
empirical,34.77850450352405
empirical,2.117645581083474
empirical,9.782551862831369
empirical,169.37856520146397
empirical,50.533263150764206
empirical,17.98281210206891
empirical,126.18655378942066
empirical,26.690882253164965
empirical,78.5484371371395
empirical,23.647821745090056
empirical,28.673915132533722
empirical,43.60598687129494
empirical,110.98779903369005
empirical,47.451166502305526
empirical,14.685562425782424
empirical,21.276525854922028
empirical,108.87633254852199
empirical,56.480248938471334
empirical,30.935870145415983
empirical,44.56788410829721
empirical,18.347228265529157
empirical,34.36092035315387
empirical,33.189686223316684
empirical,13.88567165067333
empirical,56.8462650725831
empirical,16.21197441951868
empirical,79.92783808086963
empirical,44.37536100009849
empirical,41.34502437594981
empirical,74.1682456651069
empirical,16.892044341864114
empirical,104.05034950878395
empirical,39.83467915407729
empirical,26.06513476618754
empirical,21.25017796626468
empirical,34.85864579478472
empirical,24.25318438833049
empirical,26.434370233959978
empirical,66.3770494037373
empirical,56.3984509876639
empirical,62.50653157347552
empirical,0.0
empirical,35.24124348455953
empirical,8.61449738233161
empirical,29.88763575277148
empirical,49.30506009115688
empirical,27.371270736368647
empirical,24.36675097864519
empirical,47.02740097449958
empirical,147.2490253846958
empirical,85.14434286382695
empirical,47.988007050802345
empirical,26.397464624048734
empirical,59.527316266359136
empirical,41.661561402389346
empirical,128.61902119635815
empirical,71.48327937351664
empirical,16.71191439018307
empirical,60.40205018042913
empirical,58.90638951996045
empirical,17.056232176198836
empirical,57.93296613781135
empirical,24.106667104401094
empirical,17.217749685272175
empirical,24.264924026290824
empirical,31.376055121883663
empirical,21.54761626788062
empirical,44.21718639066256
empirical,42.37590187971936
empirical,23.396521634842763
empirical,26.347650752393726
empirical,79.11597704017194
empirical,49.500821160443365
empirical,29.764655606395102
empirical,91.71008114861942
empirical,19.703477168383564
empirical,38.679826898902874
empirical,21.24879627824116
empirical,10.338101567533156
empirical,35.96864999323134
empirical,36.5650426474103
empirical,36.093806636080494
empirical,0.0
empirical,9.384666787250604
empirical,8.778110699481458
empirical,21.726003924654233
empirical,46.49892050321429
empirical,124.0637242027898
empirical,30.948909997342778
empirical,4.063429644322265
empirical,23.54823349472163
empirical,131.52833703961713
empirical,27.695895488293672
empirical,15.179452637233027
empirical,300.1734543240668
empirical,39.60257358575538
empirical,22.798019769720888
empirical,13.556350193465345
empirical,101.70789840368836
empirical,44.76541722826177
empirical,34.31416860615833
empirical,20.99269985667184
empirical,6.928458901117127
empirical,25.035044789737867
empirical,14.245274776528772
empirical,123.071904640307
empirical,29.54275631032214
empirical,55.26107751095138
empirical,24.336999980930855
empirical,22.98839570073038
empirical,24.306257069939917
empirical,24.186364938028547
empirical,17.108477974268972
empirical,62.6706327868759
empirical,68.40354128666687
empirical,52.95993911319391
empirical,34.61702436968008
empirical,22.20791112570219
empirical,33.3687477455175
empirical,72.53379603468814
empirical,28.64923272574455
empirical,30.543779905680385
empirical,83.03191034121497
empirical,17.0813122544792
empirical,6.181204294427411
empirical,19.611901867227644
empirical,27.165795952823764
empirical,32.418394723711764
empirical,38.69709128604188
empirical,14.507980150494149
empirical,22.203564792896756
empirical,34.818559478089604
empirical,27.169767901632717
empirical,41.03488848460434
empirical,71.68980328932501
empirical,58.49343513229898
empirical,28.510179241905725
empirical,17.077908784420387
empirical,52.64007465377297
empirical,35.45345711725081
empirical,131.0953939033805
empirical,62.11283598956072
empirical,19.87337107402916
empirical,18.808929308212658
empirical,45.30833435465294
empirical,52.767067294897544
empirical,3.83543984959298
empirical,32.931161715596794
empirical,13.19340013637191
empirical,22.923511549583345
empirical,42.146279855566455
empirical,16.344893768650238
empirical,172.0060067881961
empirical,57.39685135387995
empirical,14.437977393131382
empirical,45.75625248294528
empirical,40.5709152914983
empirical,47.52093949388519
empirical,102.76108108274053
empirical,44.19380877878749
empirical,34.72015972490716
empirical,56.95824230748786
empirical,30.204535675186634
empirical,16.02878791276862
empirical,19.26321141328068
empirical,76.8148869052292
empirical,67.62659891172648
empirical,28.32878325080322
empirical,42.59086006630976
empirical,53.738755962894004
empirical,36.43128665564952
empirical,20.218789073916
empirical,42.54492767483319
simulated,31.843850024023666
simulated,20.335400552926092
simulated,28.691497396341163
simulated,28.476908057045563
simulated,7.425134024896955
simulated,25.066681294536668
simulated,16.2636768517736
simulated,48.93371849930119
simulated,19.493880214899676
simulated,33.42346724310052
simulated,19.92441979248499
simulated,16.47669095002327
simulated,29.8211308275522
simulated,29.93317323667
simulated,40.01187559762236
simulated,37.49739612954108
simulated,58.637083308287785
simulated,43.683522286938576
simulated,42.584394721342306
simulated,51.38391401323767
simulated,44.350916972004164
simulated,24.027217571632967
simulated,57.118274761978405
simulated,74.9122547066828
simulated,28.738975268190885
simulated,62.56035409078471
simulated,49.00886024161318
simulated,58.82127769115104
simulated,40.07233821759363
simulated,24.67973354379327
simulated,31.516435949095964
simulated,24.247325244592023
simulated,63.4869263803735
simulated,34.78643662364091
simulated,31.698475286195425
simulated,23.195453959694035
simulated,70.56941471972942
simulated,19.410492266470236
simulated,31.177497400062634
simulated,20.641572607682022
simulated,17.754709407616325
simulated,53.310724795049055
simulated,9.2465619512378
simulated,49.73813608063119
simulated,58.38223245815908
simulated,42.60088107924953
simulated,47.954788986070696
simulated,56.60699812461146
simulated,66.26301436947712
simulated,18.933893521541464
simulated,32.55837143997774
simulated,40.542088802368426
simulated,44.52161163728299
simulated,18.956456180204153
simulated,26.09822054453761
simulated,28.710346624771116
simulated,40.85691415199634
simulated,17.3277239635165
simulated,53.90346120756662
simulated,35.38679299536474
simulated,98.77619144072048
simulated,19.014393355166565
simulated,46.04470767535864
simulated,63.665022461760906
simulated,37.149454546276516
simulated,14.761916318798038
simulated,30.4192577255628
simulated,24.923913346592293
simulated,84.46831855828827
simulated,71.50878333621698
simulated,60.244935449675914
simulated,43.67575315094837
simulated,78.71771580102227
simulated,49.97836485992637
simulated,58.1768003541536
simulated,28.138724985134054
simulated,45.829688413232
simulated,39.72857925419258
simulated,34.935539916251436
simulated,43.544267596016006
simulated,30.86781165730845
simulated,26.74881080559317
simulated,48.297165915587016
simulated,41.78003461743682
simulated,26.00520334128445
simulated,6.422874761661831
simulated,37.8364064062431
simulated,34.596012701740094
simulated,41.14644664699343
simulated,57.7490754218415
simulated,51.41689415916209
simulated,62.55217250258623
simulated,36.0466515709211
simulated,31.506801635904285
simulated,47.3615925597074
simulated,20.890075349675804
simulated,76.9690931157969
simulated,24.941822255684375
simulated,55.89997606298804
simulated,67.7030631966454
simulated,25.782974528580503
simulated,54.198703556159565
simulated,54.50096479379614
simulated,22.398412073366146
simulated,26.113838168480708
simulated,58.57462641405551
simulated,34.00265584866666
simulated,55.81216901417438
simulated,37.92816284594337
simulated,111.48773547259704
simulated,21.57302674074178
simulated,24.892671632873583
simulated,26.68789815055724
simulated,73.15701210916075
simulated,70.45031715085418
simulated,32.73772966108598
simulated,44.27054349443832
simulated,22.906167526790394
simulated,36.44396589042551
simulated,40.00416848378399
simulated,24.74893385852611
simulated,28.46004946580051
simulated,90.37795805667875
simulated,61.84463644042019
simulated,23.892550597325965
simulated,34.14399569485087
simulated,61.76830975321577
simulated,58.42023444863
simulated,30.586287594843704
simulated,120.9070208934696
simulated,11.844530842838308
simulated,49.04343296958669
simulated,30.24992832533593
simulated,67.3134796626493
simulated,28.506926234556442
simulated,32.36874007930788
simulated,21.39411660583208
simulated,29.465746233935832
simulated,22.127412944820744
simulated,46.44130178261415
simulated,25.281328236307345
simulated,10.567560958183122
simulated,54.69169402119896
simulated,74.16228201715927
simulated,65.28778736766245
simulated,27.580457554862328
simulated,31.205179801199613
simulated,24.50912670334811
simulated,22.98786389844266
simulated,50.67157563232533
simulated,20.669866378384818
simulated,94.03310877488848
simulated,14.775516975578931
simulated,20.509441240232956
simulated,13.216938087771394
simulated,51.21997296723666
simulated,27.986587235437177
simulated,36.31826253007863
simulated,39.12430738725992
simulated,69.51370069534136
simulated,37.51299134504343
simulated,6.038888622301684
simulated,24.822765251596717
simulated,22.302757118412945
simulated,35.837987068399805
simulated,33.50120106674038
simulated,19.55240118047553
simulated,20.49062620298163
simulated,39.42796848328485
simulated,18.378030701726853
simulated,51.26973132188152
